Student_ID,College_Tier,Department,CGPA,Skill_Programs,Internships,Projects,Domain,Company_Tier,Job_Role,Salary_LPA,Applied,Shortlisted,Interview_Attended,Offer_Received,Joined,Round_1,Round_2,Round_3,Cleared_R1,Cleared_R2,Cleared_R3,Failed_Stage
47402,3,CSE,6.8,2,2,5,AI,Startup,Data Scientist,5,1,0,0,1,0,Aptitude,Tech,HR,1,1,0,Round3
47403,1,Mechanical,8.49,2,1,4,DS,Top,GenAI Engineer,21,1,1,1,0,1,GD,Coding,Tech,1,0,0,Round2
47404,2,ECE,8.79,2,2,7,DS,Startup,Data Analyst,15,1,1,0,0,0,Coding,Coding,Tech,0,1,0,Round1
47405,2,CSE,5.54,2,0,2,AI,Mid,Data Analyst,23,1,0,1,0,0,Coding,Coding,Tech,1,0,1,Round2
47406,1,Civil,9.5,1,1,4,GenAI,Startup,Data Scientist,17,1,1,1,1,1,GD,Tech,Tech,0,1,1,Round1
47407,2,Civil,5.38,1,1,3,DS,Startup,Data Analyst,34,1,0,0,0,0,GD,Tech,Tech,0,0,1,Round1
47408,3,Mechanical,8.23,2,2,9,AI,Top,Data Scientist,12,1,0,1,1,1,Coding,Tech,Tech,1,0,0,Round2
47409,1,Mechanical,8.26,2,1,4,GenAI,Startup,AI Engineer,13,1,1,1,1,0,GD,Tech,HR,0,1,1,Round1
47410,1,CSE,8.94,1,1,6,DS,Startup,AI Engineer,25,1,0,1,1,0,GD,Coding,Tech,1,0,1,Round2
47411,1,ECE,8.92,0,1,3,AI,Startup,AI Engineer,37,1,0,1,1,0,GD,Tech,HR,0,0,0,Round1
47412,1,ECE,6.0,1,2,3,GenAI,Top,AI Engineer,13,1,1,0,0,0,Aptitude,Tech,HR,0,0,1,Round1
47413,1,Mechanical,9.17,2,1,4,GenAI,Startup,GenAI Engineer,32,1,1,1,1,0,GD,Coding,Tech,0,0,1,Round1
47414,3,CSE,6.56,2,1,8,GenAI,Top,Data Scientist,18,1,1,1,0,0,GD,Coding,Tech,0,1,0,Round1
47415,1,CSE,7.62,1,0,8,AI,Startup,Data Analyst,4,1,1,1,1,0,Aptitude,Coding,HR,1,1,1,Selected
47416,3,ECE,7.73,1,1,4,DS,Mid,Data Scientist,22,1,1,1,1,0,GD,Coding,HR,1,1,0,Round3
47417,3,CSE,7.35,2,0,3,AI,Startup,GenAI Engineer,14,1,1,1,1,0,Coding,Tech,Tech,0,0,0,Round1
47418,3,Civil,8.88,0,1,9,DS,Mid,AI Engineer,6,1,0,0,1,0,GD,Tech,Tech,1,0,1,Round2
47419,1,Mechanical,7.63,2,1,4,GenAI,Top,AI Engineer,38,1,1,0,1,1,Coding,Tech,Tech,1,0,0,Round2
47420,3,Civil,7.5,1,2,7,AI,Top,AI Engineer,25,1,0,1,1,0,GD,Tech,HR,1,1,1,Selected
47421,1,CSE,6.32,0,0,8,DS,Startup,AI Engineer,39,1,1,1,0,0,Aptitude,Tech,HR,1,1,0,Round3
47422,3,Civil,6.52,2,0,9,AI,Top,Data Analyst,7,1,1,1,0,0,Aptitude,Tech,Tech,1,0,0,Round2
47423,1,Civil,8.09,0,0,1,GenAI,Top,Data Analyst,27,1,1,1,1,0,Coding,Tech,HR,1,0,0,Round2
47424,2,Mechanical,6.85,1,1,9,GenAI,Top,GenAI Engineer,38,1,1,1,1,1,Coding,Coding,Tech,1,1,0,Round3
47425,2,CSE,6.72,2,0,9,AI,Startup,GenAI Engineer,23,1,0,1,0,1,GD,Tech,Tech,1,1,0,Round3
47426,3,Mechanical,6.94,2,1,5,GenAI,Mid,Data Scientist,24,1,0,1,1,0,GD,Tech,Tech,1,0,0,Round2
47427,4,CSE,8.62,0,1,8,AI,Top,GenAI Engineer,15,1,1,1,0,0,GD,Coding,HR,1,0,0,Round2
47428,4,CSE,5.62,2,0,4,DS,Mid,GenAI Engineer,7,1,1,0,1,1,GD,Tech,Tech,1,0,0,Round2
47429,2,Mechanical,8.93,2,0,8,AI,Top,AI Engineer,38,1,1,1,0,1,GD,Tech,Tech,0,0,0,Round1
47430,3,CSE,6.67,2,1,7,GenAI,Top,Data Scientist,35,1,1,0,0,1,Aptitude,Coding,HR,0,0,1,Round1
47431,3,Mechanical,6.22,2,1,1,GenAI,Startup,Data Analyst,24,1,0,0,0,1,GD,Coding,HR,0,0,0,Round1
47432,3,ECE,9.46,1,1,7,GenAI,Top,AI Engineer,23,1,1,1,0,0,Coding,Coding,Tech,1,1,0,Round3
47433,4,CSE,9.33,2,2,8,AI,Top,AI Engineer,26,1,1,0,1,0,Coding,Coding,Tech,1,1,0,Round3
47434,2,Civil,6.5,0,1,8,DS,Top,GenAI Engineer,19,1,1,1,0,0,Aptitude,Tech,Tech,1,0,0,Round2
47435,3,ECE,5.78,1,0,1,DS,Top,GenAI Engineer,18,1,0,0,0,0,Aptitude,Tech,HR,1,1,1,Selected
47436,2,Mechanical,9.98,0,2,4,GenAI,Top,GenAI Engineer,21,1,0,1,0,1,Aptitude,Coding,Tech,0,0,0,Round1
47437,2,Civil,5.83,0,1,9,DS,Top,Data Scientist,23,1,1,0,0,0,Coding,Coding,HR,1,0,0,Round2
47438,1,Civil,9.75,0,2,8,GenAI,Startup,Data Scientist,15,1,1,1,0,0,Aptitude,Coding,Tech,1,1,0,Round3
47439,4,CSE,6.5,1,1,5,DS,Mid,AI Engineer,16,1,0,0,1,0,Coding,Tech,HR,0,1,1,Round1
47440,2,Mechanical,7.85,2,0,6,DS,Mid,Data Scientist,36,1,1,1,0,0,Aptitude,Coding,Tech,0,1,0,Round1
47441,1,CSE,6.65,1,0,3,GenAI,Mid,Data Analyst,38,1,1,1,0,0,GD,Coding,Tech,1,1,1,Selected
47442,4,ECE,6.62,0,0,8,GenAI,Mid,GenAI Engineer,21,1,0,1,0,1,GD,Tech,Tech,0,1,0,Round1
47443,3,Civil,6.64,0,2,9,GenAI,Startup,GenAI Engineer,14,1,1,1,0,0,Coding,Tech,HR,0,1,1,Round1
47444,3,Civil,9.85,0,0,2,DS,Startup,Data Scientist,16,1,1,1,0,1,GD,Tech,HR,1,1,0,Round3
47445,1,CSE,8.11,1,1,2,AI,Startup,Data Analyst,27,1,1,1,1,1,Aptitude,Tech,HR,1,0,0,Round2
47446,3,Civil,9.41,0,2,6,GenAI,Startup,Data Scientist,10,1,0,1,1,0,GD,Coding,Tech,0,0,1,Round1
47447,1,ECE,9.3,1,2,4,GenAI,Mid,AI Engineer,22,1,1,0,0,0,GD,Tech,HR,1,0,0,Round2
47448,1,CSE,7.11,2,2,9,DS,Top,AI Engineer,33,1,1,1,0,0,Coding,Tech,HR,1,1,0,Round3
47449,3,ECE,9.89,2,2,7,AI,Mid,Data Scientist,9,1,1,1,0,1,GD,Coding,Tech,1,1,0,Round3
47450,4,Civil,7.44,2,2,2,GenAI,Mid,AI Engineer,23,1,0,1,1,0,Coding,Tech,HR,0,0,1,Round1
47451,1,Mechanical,6.65,2,2,6,GenAI,Mid,Data Scientist,13,1,1,0,1,0,Coding,Coding,Tech,0,1,0,Round1
47452,4,Civil,6.96,1,0,6,GenAI,Top,GenAI Engineer,17,1,0,0,1,1,Aptitude,Coding,HR,1,1,1,Selected
47453,4,Mechanical,7.36,1,2,4,GenAI,Mid,Data Scientist,18,1,1,0,1,0,Aptitude,Tech,HR,0,0,1,Round1
47454,1,Mechanical,8.45,2,0,9,GenAI,Mid,Data Scientist,15,1,0,1,1,0,Aptitude,Coding,HR,1,0,0,Round2
47455,4,CSE,6.23,1,2,8,DS,Top,AI Engineer,34,1,0,1,0,1,Aptitude,Tech,HR,1,1,1,Selected
47456,1,CSE,9.2,2,0,7,AI,Mid,Data Scientist,24,1,1,1,0,1,GD,Coding,Tech,1,0,0,Round2
47457,3,CSE,6.68,1,0,1,AI,Mid,AI Engineer,25,1,0,1,0,0,GD,Coding,HR,1,1,1,Selected
47458,3,CSE,9.48,0,1,5,DS,Mid,AI Engineer,27,1,1,1,1,0,Coding,Coding,Tech,1,0,0,Round2
47459,3,Civil,9.83,0,2,2,DS,Startup,Data Scientist,24,1,1,1,0,0,GD,Coding,Tech,1,0,0,Round2
47460,3,Mechanical,6.51,1,2,1,GenAI,Mid,Data Scientist,23,1,0,1,1,0,GD,Coding,HR,1,0,0,Round2
47461,3,Mechanical,5.34,2,0,6,DS,Top,AI Engineer,31,1,1,0,0,0,Coding,Coding,Tech,1,1,0,Round3
47462,4,Mechanical,5.12,2,1,3,GenAI,Mid,GenAI Engineer,39,1,1,1,0,0,Aptitude,Tech,HR,0,1,0,Round1
47463,4,ECE,9.51,2,1,4,DS,Startup,Data Scientist,37,1,1,0,1,0,Coding,Coding,HR,1,0,0,Round2
47464,4,Mechanical,7.96,2,1,4,AI,Startup,Data Analyst,39,1,1,1,0,1,Coding,Tech,Tech,1,1,1,Selected
47465,2,ECE,9.08,0,2,3,GenAI,Mid,Data Scientist,4,1,0,0,1,1,Coding,Coding,Tech,0,0,0,Round1
47466,2,ECE,9.69,1,2,8,GenAI,Startup,GenAI Engineer,32,1,1,0,0,1,Aptitude,Tech,Tech,1,1,0,Round3
47467,1,CSE,8.71,0,1,1,GenAI,Startup,Data Analyst,12,1,1,1,1,0,Aptitude,Coding,HR,1,0,1,Round2
47468,2,ECE,8.9,0,1,5,GenAI,Top,Data Scientist,9,1,1,1,0,0,GD,Coding,Tech,0,0,1,Round1
47469,3,Civil,6.45,0,2,2,AI,Mid,Data Scientist,4,1,1,0,1,0,Coding,Tech,HR,1,1,0,Round3
47470,3,CSE,9.28,1,1,6,AI,Mid,Data Scientist,27,1,1,1,1,0,Aptitude,Tech,HR,0,1,0,Round1
47471,3,Civil,5.19,1,0,1,DS,Top,AI Engineer,30,1,1,0,1,1,GD,Coding,HR,1,1,0,Round3
47472,1,ECE,6.48,1,0,3,AI,Mid,Data Scientist,4,1,1,1,1,0,Aptitude,Tech,Tech,1,1,1,Selected
47473,1,Mechanical,5.21,0,2,4,AI,Mid,Data Scientist,29,1,1,1,0,1,GD,Tech,HR,0,0,0,Round1
47474,1,Civil,8.69,2,1,3,GenAI,Startup,AI Engineer,18,1,0,1,1,0,Coding,Tech,HR,1,1,0,Round3
47475,1,ECE,8.03,2,2,4,DS,Top,GenAI Engineer,31,1,0,1,0,0,Coding,Coding,HR,1,1,0,Round3
47476,4,CSE,9.44,2,2,1,DS,Top,Data Scientist,30,1,1,0,0,1,Coding,Coding,HR,1,1,1,Selected
47477,1,Civil,9.01,1,1,3,AI,Startup,AI Engineer,18,1,1,0,0,1,Aptitude,Tech,Tech,0,1,1,Round1
47478,1,ECE,5.85,0,0,1,DS,Top,Data Analyst,23,1,0,1,0,0,Aptitude,Tech,HR,1,1,0,Round3
47479,2,Civil,5.46,1,1,8,DS,Mid,Data Analyst,26,1,1,1,0,0,GD,Coding,HR,1,1,0,Round3
47480,4,CSE,9.82,1,2,7,AI,Top,GenAI Engineer,27,1,1,0,0,0,Coding,Tech,HR,0,0,1,Round1
47481,3,Civil,5.12,0,0,5,DS,Top,GenAI Engineer,39,1,1,0,0,0,Aptitude,Tech,Tech,1,0,1,Round2
47482,2,CSE,9.31,2,2,6,AI,Mid,GenAI Engineer,39,1,1,1,1,1,Coding,Coding,HR,0,0,1,Round1
47483,1,Mechanical,5.07,1,2,2,DS,Mid,GenAI Engineer,13,1,1,1,0,0,Coding,Tech,HR,1,1,1,Selected
47484,3,Mechanical,9.97,2,2,8,DS,Startup,AI Engineer,17,1,0,0,0,1,GD,Coding,Tech,1,1,1,Selected
47485,3,ECE,5.4,2,0,6,AI,Startup,AI Engineer,19,1,0,0,0,0,GD,Tech,HR,1,0,0,Round2
47486,3,ECE,6.2,1,2,4,AI,Startup,AI Engineer,35,1,0,1,1,0,Aptitude,Coding,Tech,1,1,0,Round3
47487,2,Civil,9.73,2,2,9,GenAI,Mid,Data Scientist,20,1,0,1,0,0,Aptitude,Coding,Tech,0,1,1,Round1
47488,4,Civil,8.58,0,0,4,DS,Top,GenAI Engineer,12,1,0,1,0,0,Coding,Coding,Tech,0,1,0,Round1
47489,4,Civil,9.99,2,0,7,DS,Mid,AI Engineer,34,1,1,0,1,1,Aptitude,Coding,HR,1,1,0,Round3
47490,3,ECE,6.06,2,1,7,GenAI,Top,Data Analyst,31,1,1,1,0,1,Aptitude,Tech,Tech,1,1,1,Selected
47491,1,CSE,7.77,2,0,3,GenAI,Top,GenAI Engineer,22,1,1,1,0,1,GD,Tech,Tech,1,1,0,Round3
47492,4,Mechanical,6.78,1,0,1,AI,Top,AI Engineer,38,1,1,1,0,1,GD,Tech,Tech,0,0,1,Round1
47493,4,CSE,7.59,0,2,7,DS,Mid,Data Scientist,9,1,1,0,0,0,Aptitude,Tech,Tech,0,0,0,Round1
47494,1,Mechanical,9.22,2,1,9,DS,Mid,AI Engineer,38,1,1,1,0,1,Aptitude,Tech,HR,1,0,1,Round2
47495,2,Civil,6.22,0,1,1,GenAI,Startup,Data Analyst,19,1,1,1,0,0,Aptitude,Tech,Tech,1,1,1,Selected
47496,2,Civil,9.27,2,2,1,DS,Startup,Data Analyst,20,1,1,0,1,1,GD,Tech,HR,1,0,0,Round2
47497,1,ECE,5.23,1,0,7,AI,Top,Data Analyst,39,1,1,1,0,0,GD,Coding,Tech,1,1,1,Selected
47498,2,Mechanical,6.33,2,0,3,AI,Mid,Data Analyst,38,1,0,0,0,0,Coding,Coding,Tech,1,0,0,Round2
47499,3,ECE,7.22,0,2,4,GenAI,Mid,GenAI Engineer,32,1,1,0,0,1,Coding,Coding,HR,0,0,1,Round1
47500,4,Mechanical,9.65,0,1,8,GenAI,Startup,AI Engineer,12,1,1,0,0,1,GD,Tech,Tech,0,1,0,Round1
47501,2,ECE,7.62,0,2,6,GenAI,Top,GenAI Engineer,9,1,1,1,0,1,GD,Tech,HR,1,1,0,Round3
47502,3,Civil,7.78,1,1,8,DS,Startup,Data Scientist,7,1,1,1,0,1,Coding,Coding,HR,1,0,1,Round2
47503,3,Mechanical,5.59,1,2,1,DS,Mid,GenAI Engineer,19,1,0,1,1,1,Aptitude,Coding,Tech,1,1,1,Selected
47504,3,ECE,8.98,1,1,9,GenAI,Startup,AI Engineer,11,1,1,0,1,0,GD,Coding,Tech,1,0,1,Round2
47505,3,CSE,6.55,2,0,1,AI,Mid,AI Engineer,6,1,1,1,1,0,GD,Tech,Tech,0,1,1,Round1
47506,3,ECE,7.4,0,2,1,DS,Mid,Data Scientist,14,1,1,1,1,0,GD,Tech,HR,1,0,1,Round2
47507,1,ECE,7.88,0,2,7,GenAI,Startup,Data Scientist,14,1,0,0,0,0,GD,Tech,Tech,1,0,1,Round2
47508,4,Mechanical,7.57,0,2,5,DS,Top,Data Scientist,28,1,1,1,0,0,Coding,Coding,HR,1,0,1,Round2
47509,4,CSE,6.38,1,0,4,GenAI,Top,Data Analyst,19,1,0,1,1,0,Coding,Coding,Tech,1,1,0,Round3
47510,1,Civil,9.78,0,1,1,AI,Mid,AI Engineer,31,1,0,1,0,1,GD,Tech,HR,1,0,1,Round2
47511,1,ECE,5.81,0,2,3,DS,Mid,GenAI Engineer,33,1,1,0,0,0,GD,Tech,Tech,0,1,1,Round1
47512,3,Civil,9.05,0,1,4,AI,Mid,Data Analyst,10,1,1,1,0,0,Aptitude,Tech,HR,1,1,1,Selected
47513,2,Mechanical,6.73,1,0,6,GenAI,Top,GenAI Engineer,4,1,1,0,0,0,Aptitude,Coding,HR,1,1,1,Selected
47514,4,ECE,5.55,0,0,2,AI,Startup,Data Scientist,20,1,0,0,0,0,Coding,Tech,HR,1,0,0,Round2
47515,2,ECE,5.8,2,2,9,DS,Mid,GenAI Engineer,14,1,1,1,1,1,Aptitude,Tech,HR,0,1,0,Round1
47516,4,CSE,7.7,0,0,5,AI,Startup,GenAI Engineer,29,1,1,1,0,0,GD,Tech,HR,1,0,0,Round2
47517,3,Mechanical,5.63,2,1,6,DS,Mid,Data Analyst,24,1,0,1,1,0,Coding,Coding,HR,0,0,1,Round1
47518,2,CSE,5.82,0,2,3,AI,Startup,GenAI Engineer,14,1,0,0,0,0,Aptitude,Coding,HR,0,1,0,Round1
47519,4,ECE,5.43,0,1,6,GenAI,Mid,AI Engineer,13,1,0,1,1,1,GD,Coding,Tech,1,0,1,Round2
47520,4,Mechanical,8.84,1,2,1,AI,Top,Data Analyst,27,1,0,0,1,0,Coding,Tech,HR,0,1,1,Round1
47521,3,Mechanical,9.48,1,0,8,AI,Startup,GenAI Engineer,28,1,0,0,1,0,Aptitude,Coding,Tech,0,1,0,Round1
47522,2,CSE,9.17,1,1,9,GenAI,Top,GenAI Engineer,7,1,0,0,0,0,GD,Tech,HR,1,1,1,Selected
47523,3,Mechanical,7.87,1,2,7,AI,Top,GenAI Engineer,14,1,1,1,0,0,Coding,Tech,HR,0,0,0,Round1
47524,2,ECE,7.63,0,1,6,AI,Mid,Data Scientist,8,1,1,0,0,0,GD,Tech,HR,1,0,0,Round2
47525,2,ECE,9.14,0,1,3,AI,Mid,Data Scientist,25,1,1,0,0,0,Coding,Tech,HR,0,1,1,Round1
47526,4,ECE,8.28,2,1,4,DS,Mid,GenAI Engineer,26,1,0,1,1,1,Coding,Tech,HR,0,1,0,Round1
47527,1,Civil,7.85,0,2,6,AI,Mid,Data Analyst,39,1,1,0,0,0,GD,Tech,HR,1,0,1,Round2
47528,2,Civil,9.51,1,2,6,AI,Top,AI Engineer,20,1,1,0,0,1,Aptitude,Coding,HR,1,0,0,Round2
47529,2,ECE,5.73,2,1,3,GenAI,Top,AI Engineer,34,1,1,1,1,0,GD,Tech,Tech,1,0,1,Round2
47530,3,Mechanical,7.79,2,1,6,GenAI,Mid,AI Engineer,14,1,1,1,0,0,Aptitude,Coding,HR,1,1,1,Selected
47531,2,Mechanical,7.36,1,1,9,DS,Startup,Data Scientist,12,1,1,1,0,0,Aptitude,Coding,Tech,0,1,1,Round1
47532,2,Civil,9.92,2,0,7,AI,Startup,GenAI Engineer,14,1,0,0,1,1,GD,Coding,Tech,0,0,0,Round1
47533,2,CSE,7.89,1,0,5,DS,Top,AI Engineer,19,1,1,0,0,0,GD,Coding,HR,1,0,0,Round2
47534,2,Civil,8.36,1,2,5,DS,Startup,GenAI Engineer,36,1,0,0,0,0,Coding,Tech,Tech,1,1,0,Round3
47535,2,Mechanical,7.82,0,1,7,DS,Mid,GenAI Engineer,27,1,1,0,0,0,Aptitude,Coding,HR,1,0,0,Round2
47536,1,Civil,8.14,2,2,2,GenAI,Mid,Data Scientist,12,1,1,1,0,0,GD,Tech,HR,1,1,1,Selected
47537,4,ECE,7.97,1,2,8,GenAI,Top,Data Scientist,33,1,1,1,0,0,Aptitude,Tech,HR,0,0,0,Round1
47538,2,CSE,6.99,2,0,8,AI,Startup,AI Engineer,28,1,1,0,0,0,Coding,Coding,HR,1,0,0,Round2
47539,3,Mechanical,8.43,2,2,5,DS,Startup,Data Scientist,29,1,1,0,0,0,Coding,Tech,HR,0,1,0,Round1
47540,3,Civil,6.38,2,0,4,DS,Mid,GenAI Engineer,36,1,0,1,0,1,Aptitude,Coding,HR,1,0,1,Round2
47541,2,CSE,9.1,0,0,9,GenAI,Mid,Data Scientist,8,1,0,1,1,1,Aptitude,Coding,HR,0,1,0,Round1
47542,2,ECE,6.25,0,2,1,DS,Mid,Data Analyst,37,1,1,1,1,0,Coding,Tech,HR,0,0,0,Round1
47543,2,ECE,7.36,1,0,3,AI,Top,Data Scientist,12,1,1,1,1,0,GD,Coding,Tech,1,0,0,Round2
47544,1,Civil,9.8,1,0,6,AI,Top,AI Engineer,20,1,0,1,1,0,GD,Coding,Tech,0,0,0,Round1
47545,4,CSE,6.87,0,2,3,AI,Mid,GenAI Engineer,30,1,1,0,0,0,Coding,Tech,HR,1,0,0,Round2
47546,3,ECE,8.2,2,0,1,GenAI,Startup,Data Analyst,20,1,0,1,1,1,GD,Coding,HR,0,1,0,Round1
47547,1,Civil,5.9,1,1,2,GenAI,Startup,GenAI Engineer,23,1,1,1,1,0,Coding,Tech,HR,1,1,0,Round3
47548,1,Mechanical,8.72,2,1,1,AI,Startup,Data Analyst,18,1,1,1,0,0,GD,Tech,HR,0,0,0,Round1
47549,2,Mechanical,9.42,1,0,9,DS,Top,Data Scientist,37,1,0,0,1,0,GD,Tech,HR,1,1,0,Round3
47550,4,Mechanical,6.16,2,2,7,GenAI,Startup,Data Scientist,11,1,1,1,0,1,GD,Coding,Tech,0,1,1,Round1
47551,2,ECE,7.5,2,1,5,GenAI,Top,AI Engineer,7,1,1,0,0,0,Coding,Coding,Tech,1,0,0,Round2
47552,3,Mechanical,9.37,0,2,2,GenAI,Top,AI Engineer,24,1,0,1,0,1,Aptitude,Coding,HR,1,0,0,Round2
47553,4,Mechanical,5.18,1,0,4,AI,Startup,GenAI Engineer,33,1,1,1,0,0,Aptitude,Coding,Tech,1,0,0,Round2
47554,2,ECE,7.81,2,1,9,AI,Startup,GenAI Engineer,6,1,1,1,0,0,GD,Tech,Tech,1,1,0,Round3
47555,3,Civil,5.13,0,1,9,AI,Top,Data Analyst,19,1,1,1,0,1,Coding,Coding,HR,0,0,1,Round1
47556,1,ECE,5.09,1,1,6,DS,Mid,Data Scientist,33,1,1,1,0,1,GD,Coding,Tech,0,0,0,Round1
47557,3,Mechanical,5.52,2,0,8,DS,Top,AI Engineer,5,1,1,1,0,0,GD,Tech,HR,1,0,0,Round2
47558,3,Mechanical,6.17,2,2,8,GenAI,Mid,AI Engineer,29,1,1,1,0,0,GD,Tech,Tech,0,0,0,Round1
47559,3,CSE,9.61,0,1,7,GenAI,Top,AI Engineer,26,1,1,1,0,0,Aptitude,Tech,Tech,0,0,0,Round1
47560,4,ECE,5.52,2,0,3,GenAI,Mid,AI Engineer,37,1,1,1,0,0,Coding,Coding,Tech,1,0,0,Round2
47561,1,Mechanical,8.21,1,1,8,AI,Startup,Data Scientist,29,1,1,0,0,1,Aptitude,Coding,HR,0,0,0,Round1
47562,4,Civil,5.19,0,0,1,GenAI,Top,Data Scientist,14,1,0,0,1,0,GD,Tech,HR,1,1,0,Round3
47563,1,CSE,9.43,0,0,7,DS,Startup,Data Analyst,10,1,1,1,1,0,Aptitude,Tech,HR,0,1,1,Round1
47564,2,Mechanical,6.33,2,2,9,GenAI,Startup,Data Scientist,28,1,1,0,0,0,Coding,Tech,Tech,0,1,0,Round1
47565,2,ECE,9.67,2,2,3,AI,Startup,Data Scientist,36,1,1,0,0,1,Coding,Coding,Tech,1,0,1,Round2
47566,3,Mechanical,9.05,2,1,5,GenAI,Startup,Data Scientist,14,1,1,1,0,0,GD,Coding,Tech,1,0,1,Round2
47567,3,ECE,9.8,1,0,5,AI,Startup,AI Engineer,7,1,0,0,1,1,Aptitude,Coding,HR,1,1,0,Round3
47568,4,ECE,9.17,2,0,8,GenAI,Mid,Data Scientist,18,1,1,0,0,1,Coding,Coding,HR,0,0,0,Round1
47569,1,CSE,7.8,1,1,1,DS,Startup,Data Analyst,18,1,1,0,0,0,Aptitude,Tech,Tech,1,0,1,Round2
47570,1,Civil,8.88,1,2,2,AI,Top,Data Analyst,17,1,1,0,1,0,GD,Coding,HR,1,0,1,Round2
47571,1,Civil,6.93,0,0,7,DS,Top,GenAI Engineer,20,1,1,0,0,1,Aptitude,Tech,Tech,1,1,0,Round3
47572,3,CSE,7.37,1,2,7,GenAI,Startup,GenAI Engineer,23,1,1,0,0,0,GD,Tech,Tech,1,0,0,Round2
47573,3,Mechanical,8.58,1,1,1,AI,Startup,GenAI Engineer,34,1,1,0,0,0,Aptitude,Coding,HR,1,0,1,Round2
47574,1,CSE,9.72,1,0,4,GenAI,Startup,GenAI Engineer,19,1,1,0,1,0,Coding,Tech,HR,1,1,0,Round3
47575,3,Civil,7.99,1,2,6,GenAI,Startup,Data Analyst,10,1,1,0,0,0,GD,Coding,Tech,1,0,0,Round2
47576,1,CSE,9.45,1,0,3,DS,Startup,AI Engineer,34,1,1,1,0,0,GD,Tech,Tech,1,0,0,Round2
47577,4,Mechanical,8.81,2,2,1,GenAI,Mid,AI Engineer,33,1,1,1,1,1,Coding,Coding,HR,0,1,0,Round1
47578,2,ECE,5.04,0,0,2,GenAI,Top,Data Analyst,18,1,1,0,1,1,GD,Tech,Tech,0,0,1,Round1
47579,1,Mechanical,5.87,2,0,9,GenAI,Startup,AI Engineer,39,1,0,1,1,0,Coding,Tech,HR,0,1,0,Round1
47580,3,ECE,7.5,1,1,5,DS,Mid,GenAI Engineer,27,1,1,0,0,0,GD,Coding,HR,1,1,1,Selected
47581,4,Mechanical,6.33,2,0,4,DS,Top,Data Analyst,22,1,1,1,0,1,Aptitude,Coding,HR,1,0,1,Round2
47582,3,ECE,6.7,1,2,2,GenAI,Startup,Data Scientist,32,1,1,1,0,0,GD,Tech,Tech,0,1,1,Round1
47583,3,Mechanical,5.75,0,0,4,GenAI,Startup,GenAI Engineer,20,1,1,1,0,1,GD,Tech,Tech,1,1,1,Selected
47584,3,CSE,5.01,1,2,1,DS,Mid,Data Analyst,17,1,0,0,1,0,Coding,Tech,Tech,1,1,1,Selected
47585,1,CSE,9.49,2,1,7,AI,Mid,GenAI Engineer,35,1,1,1,0,0,Coding,Coding,HR,1,0,0,Round2
47586,4,CSE,8.13,1,0,9,GenAI,Startup,AI Engineer,16,1,0,1,1,1,Aptitude,Coding,Tech,0,0,1,Round1
47587,1,ECE,9.07,0,0,8,GenAI,Startup,Data Scientist,17,1,1,1,1,0,Coding,Coding,HR,0,1,1,Round1
47588,2,ECE,7.34,1,0,4,GenAI,Startup,AI Engineer,23,1,1,0,0,1,Coding,Tech,HR,1,1,0,Round3
47589,1,Civil,9.71,0,2,5,GenAI,Mid,GenAI Engineer,29,1,1,1,1,0,Aptitude,Coding,HR,0,0,1,Round1
47590,2,ECE,9.2,1,1,8,DS,Top,Data Analyst,5,1,0,1,1,0,Aptitude,Coding,HR,0,0,1,Round1
47591,4,ECE,7.18,2,2,7,DS,Startup,GenAI Engineer,12,1,0,1,0,0,GD,Coding,Tech,0,1,0,Round1
47592,4,Civil,9.48,2,0,7,AI,Mid,Data Analyst,17,1,1,1,1,0,GD,Tech,Tech,0,0,0,Round1
47593,1,Civil,7.18,2,2,1,GenAI,Top,Data Analyst,16,1,1,1,1,1,Aptitude,Coding,Tech,1,1,0,Round3
47594,1,Mechanical,8.33,0,1,5,AI,Mid,Data Scientist,23,1,0,0,1,1,Aptitude,Coding,Tech,1,0,1,Round2
47595,3,Civil,8.61,0,0,6,GenAI,Top,GenAI Engineer,29,1,0,0,1,0,GD,Tech,Tech,0,1,1,Round1
47596,2,Civil,9.29,2,0,7,AI,Startup,Data Scientist,11,1,1,0,0,0,GD,Coding,HR,1,1,0,Round3
47597,3,ECE,9.38,2,0,8,GenAI,Mid,Data Scientist,39,1,1,1,0,0,Aptitude,Tech,Tech,1,0,0,Round2
47598,3,CSE,6.15,0,0,2,GenAI,Startup,GenAI Engineer,31,1,1,0,0,0,Aptitude,Coding,Tech,1,0,0,Round2
47599,4,ECE,8.9,2,2,6,GenAI,Top,GenAI Engineer,18,1,1,0,0,0,GD,Coding,Tech,0,1,0,Round1
47600,1,ECE,8.1,0,0,4,GenAI,Top,AI Engineer,35,1,1,0,1,1,Coding,Coding,HR,0,1,0,Round1
47601,4,Mechanical,5.93,2,0,4,GenAI,Top,AI Engineer,6,1,1,1,1,0,Coding,Coding,HR,1,0,1,Round2
47602,1,ECE,7.55,1,1,3,GenAI,Startup,AI Engineer,20,1,1,1,0,0,Aptitude,Coding,HR,1,0,0,Round2
47603,4,Civil,9.34,1,2,3,DS,Top,GenAI Engineer,8,1,1,0,0,1,GD,Tech,Tech,1,0,1,Round2
47604,4,Civil,8.25,0,0,6,AI,Mid,AI Engineer,7,1,1,1,0,0,Aptitude,Tech,Tech,0,0,1,Round1
