Student_ID,College_Name,College_Tier,Department,CGPA,Domain,Program_Type,Program_Duration,Program_Completed,Hackathons_Attended,Project_Demo_Events,Workshops_Attended,Python_Projects,DataScience_Projects,BI_Projects,ML_Projects,DL_Projects,NLP_Projects,GenAI_Projects,AgenticAI_Projects,Posts_Per_Month,Posts_Per_Quarter,Posts_Per_Year,Project_Demo_Posts,Post_Type,Post_Category,Has_Github_Link,Has_App_Link,Avg_Likes_Current,Avg_Likes_Previous,Followers,Leads_Generated,Job_Inquiries,Like_Growth_%,Engagement_Rate,Project_Variation_Score,Demo_to_Post_Ratio,Posting_Consistency_Score,Exposure_Score,Execution_Score,Visibility_Score,Missing_Score,Completeness_Score,Placement_Readiness_Score
3194,NIT,4.0,ECE,6.97,nan,Internship,3,1,8,1,0,2,4,2,1,1,1,1,0,11,22,11,9,,Project,0.0,0.0,489.0,1479,5021,173,,-0.668918918918919,0.09737156511350059,7,4.5,1.375,9,15,5379,0.04878048780487805,0.9512195121951219,38.89119512195122
3195,Tier4_College,1.0,IT,8.03,AI,Workshop,10,1,0,2,1,2,4,0,3,2,0,1,0,7,21,109,0,nan,Learning,1.0,,1611.0,743,9897,120,17.0,1.1666666666666667,0.16276015356637705,5,0.0,0.875,3,22,11277,0.024390243902439025,0.975609756097561,46.03309756097561
3196,Tier3_College,,Civil,5.89,,Workshop,9,1,3,2,2,2,1,0,3,1,1,1,0,1,13,24,3,Image,Project,1.0,0.0,,79,5222,74,41.0,18.225,0.2942753206969175,6,1.0,0.125,7,18,1537,0.07317073170731707,0.926829268292683,35.80529268292683
3197,NIT,3.0,IT,5.15,,Internship,3,1,9,6,2,2,3,2,4,1,0,2,0,1,23,112,8,,Project,1.0,0.0,,1390,5923,4,30.0,-0.09633357296908698,0.21201890614449695,6,1.1428571428571428,0.125,17,17,1256,0.07317073170731707,0.926829268292683,44.52429268292683
3198,IIT,4.0,IT,5.37,,Fellowship,10,1,6,4,7,3,3,3,0,1,2,0,0,5,4,90,8,,Achievement,0.0,1.0,199.0,797,4235,172,,-0.7493734335839599,0.046978281397544855,5,1.6,0.625,17,22,995,0.07317073170731707,0.926829268292683,49.26329268292683
3199,Tier2_Engg,3.0,nan,5.54,,Workshop,6,1,9,2,4,4,1,2,4,1,1,1,1,6,10,71,3,,Achievement,1.0,0.0,1172.0,1115,9997,187,1.0,0.051075268817204304,0.11722344468893779,8,1.0,0.75,15,21,7032,0.04878048780487805,0.9512195121951219,52.54419512195122
3200,IIT,2.0,IT,6.13,AI,Fellowship,2,1,6,2,4,0,2,1,0,0,0,0,0,1,20,116,2,Carousel,Achievement,1.0,1.0,,399,7109,148,32.0,0.7825,0.10014064697609001,2,0.6666666666666666,0.125,12,5,712,0.024390243902439025,0.975609756097561,27.468097560975608
3201,Tier2_Engg,3.0,Mechanical,7.31,DS,Bootcamp,4,1,1,5,5,2,4,1,2,1,2,2,0,2,10,51,7,,Learning,1.0,0.0,,1009,4323,105,19.0,-0.7881188118811882,0.04925994449583719,7,1.1666666666666667,0.25,11,18,426,0.04878048780487805,0.9512195121951219,38.93819512195122
3202,Tier2_Engg,1.0,ECE,6.16,GenAI,Workshop,2,1,9,4,4,1,4,1,1,1,1,1,1,7,18,115,7,nan,Achievement,1.0,0.0,1706.0,815,5985,67,29.0,1.0919117647058822,0.28499832943534914,8,1.4,0.875,17,13,11942,0.0,1.0,51.942
3203,NIT,2.0,CSE,7.93,GenAI,Workshop,9,1,1,8,4,0,0,0,3,0,0,1,1,8,3,74,9,Video,Project,0.0,0.0,855.0,123,8130,112,,5.903225806451613,0.10515311769770017,3,1.0,1.0,13,14,6840,0.024390243902439025,0.975609756097561,43.596097560975615
3204,NIT,4.0,CSE,9.99,DS,Workshop,2,0,2,3,3,1,4,1,1,0,0,0,0,7,18,67,9,,Internship,,0.0,1017.0,360,1338,35,3.0,1.81994459833795,0.7595220313666916,4,2.25,0.875,8,9,7119,0.04878048780487805,0.9512195121951219,33.63119512195122
3205,IIT,1.0,Mechanical,7.49,GenAI,Workshop,8,1,3,9,4,2,3,3,3,1,0,2,1,2,9,81,5,Video,Achievement,1.0,,,1448,4530,132,14.0,-0.23533471359558317,0.244316927830501,7,0.5,0.25,16,23,2214,0.04878048780487805,0.9512195121951219,50.72619512195122
3206,Tier2_Engg,2.0,nan,8.78,nan,Fellowship,4,1,5,6,5,2,2,3,4,2,0,0,1,3,27,36,0,Carousel,Learning,1.0,1.0,583.0,696,3388,28,28.0,-0.16212338593974174,0.17202714665092947,6,0.0,0.375,16,18,1749,0.0,1.0,45.749
3207,IIT,1.0,Mechanical,6.46,nan,Fellowship,11,0,8,5,4,1,3,2,0,2,1,1,0,11,10,45,1,Carousel,Achievement,1.0,0.0,1212.0,356,5604,43,5.0,2.3977591036414565,0.21623550401427297,6,0.16666666666666666,1.375,17,21,13332,0.0,1.0,61.332
3208,Tier3_College,3.0,CSE,9.81,GenAI,Internship,2,1,2,2,4,0,0,3,2,0,0,1,1,5,9,26,5,,Achievement,1.0,0.0,708.0,870,9015,27,2.0,-0.1859931113662457,0.07852706299911269,4,1.6666666666666667,0.625,8,9,3540,0.024390243902439025,0.975609756097561,30.29609756097561
3209,IIT,,Civil,6.25,nan,Fellowship,7,1,6,7,7,2,4,3,2,0,1,2,1,6,9,108,7,Carousel,Internship,0.0,,821.0,339,9332,35,,1.4176470588235295,0.08796742740812172,7,0.875,0.75,20,22,4926,0.07317073170731707,0.926829268292683,56.19429268292683
3210,Tier4_College,2.0,CSE,7.98,nan,Fellowship,11,0,5,0,2,3,4,2,0,0,1,1,1,6,14,59,2,Image,Learning,0.0,1.0,1307.0,1195,5284,149,,0.09364548494983277,0.24730368968779565,6,2.0,0.75,7,23,7842,0.024390243902439025,0.975609756097561,47.59809756097561
3211,IIT,1.0,CSE,9.92,nan,Bootcamp,4,1,7,9,6,4,4,3,0,2,0,2,1,8,8,74,1,Image,Achievement,1.0,0.0,1011.0,1006,4974,119,30.0,0.004965243296921549,0.20321608040201006,6,0.1,1.0,22,20,8088,0.0,1.0,60.088
3212,Tier4_College,,ECE,9.04,nan,Internship,9,0,5,6,4,4,2,1,2,0,1,2,0,8,20,10,4,Video,Learning,1.0,0.0,1183.0,1157,9165,21,13.0,0.022452504317789293,0.12906393192232163,6,0.5714285714285714,1.0,15,21,9464,0.024390243902439025,0.975609756097561,55.22009756097561
3213,Tier4_College,4.0,CSE,9.96,AI,Bootcamp,2,1,1,8,3,0,4,0,2,2,1,2,1,1,20,15,8,,Internship,0.0,0.0,,477,1811,66,,0.24267782426778242,0.3272626931567329,6,0.8888888888888888,0.125,12,14,593,0.07317073170731707,0.926829268292683,35.86129268292683
3214,Tier4_College,1.0,CSE,6.9,AI,Internship,11,0,8,6,2,1,4,3,4,0,2,0,1,8,13,26,2,Video,Achievement,0.0,1.0,1907.0,465,2666,27,,3.0944206008583692,0.7150356205474315,6,0.2857142857142857,1.0,16,26,15256,0.024390243902439025,0.975609756097561,67.0120975609756
3215,Tier3_College,4.0,IT,5.39,,Workshop,8,0,4,9,3,0,1,0,1,1,0,1,1,10,13,111,5,,Internship,1.0,1.0,1711.0,265,2715,65,13.0,5.43609022556391,0.6299705449189985,5,0.5,1.25,16,13,17110,0.04878048780487805,0.9512195121951219,55.62219512195122
3216,IIT,3.0,Mechanical,6.22,GenAI,Bootcamp,1,1,8,0,0,2,1,1,1,2,0,0,1,11,29,94,1,,Internship,0.0,0.0,651.0,1408,4539,124,,-0.5372604684173172,0.1433920704845815,6,1.0,1.375,8,9,7161,0.04878048780487805,0.9512195121951219,33.673195121951224
3217,IIT,4.0,CSE,9.79,nan,Internship,10,0,0,9,5,2,1,0,1,0,0,2,0,11,13,105,2,,Project,0.0,0.0,1309.0,396,6943,165,,2.299748110831234,0.18850806451612903,4,0.2,1.375,14,16,14399,0.04878048780487805,0.9512195121951219,53.91119512195122
3218,Tier3_College,3.0,CSE,6.85,AI,Fellowship,4,1,6,0,4,2,3,0,0,1,0,0,0,10,22,38,9,,Achievement,1.0,0.0,1578.0,598,4167,132,49.0,1.6360601001669448,0.3785988483685221,3,9.0,1.25,10,10,15780,0.024390243902439025,0.975609756097561,45.53609756097561
3219,Tier2_Engg,,Civil,5.62,,Bootcamp,3,1,6,9,5,4,4,1,2,2,0,1,0,6,26,69,8,Text,Project,0.0,0.0,1783.0,120,6495,0,,13.743801652892563,0.2744766009852217,6,0.8,0.75,20,17,10698,0.07317073170731707,0.926829268292683,56.966292682926834
3220,NIT,1.0,CSE,7.97,nan,Internship,9,1,7,5,1,4,0,1,4,1,0,1,1,6,23,75,5,Carousel,Internship,1.0,0.0,1813.0,234,5149,135,30.0,6.719148936170213,0.3520388349514563,6,0.8333333333333334,0.75,13,21,10878,0.0,1.0,54.878
3221,IIT,2.0,ECE,7.5,GenAI,Bootcamp,4,1,7,6,0,1,3,2,0,1,2,2,0,9,4,88,7,Text,Project,0.0,0.0,211.0,1453,4864,55,,-0.8541953232462174,0.0433710174717369,6,1.0,1.125,13,15,1899,0.024390243902439025,0.975609756097561,39.65509756097561
3222,NIT,2.0,nan,5.31,,Workshop,5,1,2,5,1,2,3,2,2,2,0,2,1,11,13,99,8,Video,Internship,1.0,1.0,862.0,751,8065,39,15.0,0.14760638297872342,0.1068683362261344,7,1.3333333333333333,1.375,8,19,9482,0.024390243902439025,0.975609756097561,46.23809756097561
3223,Tier3_College,3.0,Civil,7.26,DS,Fellowship,10,1,1,6,0,0,3,2,1,2,0,0,0,11,15,49,9,,Project,1.0,1.0,645.0,601,6191,34,47.0,0.07308970099667775,0.10416666666666667,4,1.2857142857142858,1.375,7,18,7095,0.024390243902439025,0.975609756097561,41.85109756097561
3224,Tier2_Engg,,CSE,8.16,GenAI,Workshop,3,1,2,7,0,1,0,3,4,1,2,0,0,2,21,69,3,Image,Project,1.0,0.0,,508,461,45,1.0,1.5343811394891944,2.79004329004329,5,0.375,0.25,9,14,2578,0.04878048780487805,0.9512195121951219,35.09019512195122
3225,Tier2_Engg,3.0,nan,6.16,DS,Fellowship,11,1,6,5,6,1,4,3,0,0,1,0,0,3,17,29,4,,Project,0.0,1.0,1494.0,1317,4934,44,,0.13429438543247343,0.3027355623100304,4,0.6666666666666666,0.375,17,20,4482,0.04878048780487805,0.9512195121951219,50.99419512195122
3226,Tier2_Engg,1.0,ECE,5.62,,Internship,2,1,2,9,4,4,3,2,2,0,0,0,0,1,13,108,5,nan,Project,0.0,0.0,,954,438,77,,0.8795811518324608,4.086560364464693,4,0.5,0.125,15,13,1794,0.07317073170731707,0.926829268292683,39.06229268292683
3227,Tier3_College,3.0,Mechanical,9.32,nan,Internship,8,1,5,2,2,1,3,1,4,2,2,0,1,2,7,81,3,,Learning,1.0,0.0,,237,896,124,16.0,0.8487394957983193,0.48940914158305465,7,1.0,0.25,9,22,878,0.04878048780487805,0.9512195121951219,41.39019512195122
3228,Tier4_College,3.0,CSE,8.13,GenAI,Internship,9,1,1,2,1,2,0,0,3,1,2,2,1,4,23,85,2,,Internship,0.0,0.0,735.0,1320,4441,144,,-0.4428463285389856,0.16546600630346692,6,0.6666666666666666,0.5,4,20,2940,0.04878048780487805,0.9512195121951219,36.45219512195122
3229,Tier4_College,,Mechanical,5.78,,Internship,8,1,5,4,3,1,1,0,3,2,2,0,1,1,15,21,6,Text,Project,0.0,0.0,,1456,1781,48,,0.11942347288949898,0.9147025813692481,6,1.2,0.125,12,18,1630,0.0975609756097561,0.9024390243902439,40.65439024390244
3230,NIT,3.0,CSE,8.15,DS,Bootcamp,3,1,5,3,6,3,3,0,4,2,0,1,0,4,23,109,7,,Internship,0.0,0.0,1039.0,450,3759,74,,1.3059866962305986,0.27632978723404256,5,1.75,0.5,14,16,4156,0.04878048780487805,0.9512195121951219,43.668195121951214
3231,Tier4_College,3.0,Civil,8.68,GenAI,Internship,1,1,2,6,7,3,0,0,3,0,2,1,1,2,11,110,5,,Achievement,1.0,0.0,,1371,8634,134,7.0,0.22521865889212828,0.19455703532136653,5,0.7142857142857143,0.25,15,11,3360,0.04878048780487805,0.9512195121951219,38.87219512195122
3232,Tier4_College,4.0,Civil,7.99,DS,Fellowship,2,1,3,6,7,3,4,0,1,1,2,1,1,8,25,75,4,,Internship,1.0,,616.0,477,2763,120,26.0,0.2907949790794979,0.22286541244573083,7,0.5714285714285714,1.0,16,15,4928,0.04878048780487805,0.9512195121951219,45.44019512195122
3233,Tier2_Engg,4.0,nan,5.58,,Workshop,11,1,9,6,6,1,1,2,3,1,2,0,1,10,12,36,7,,Project,,,989.0,1107,297,197,43.0,-0.10649819494584838,3.3187919463087248,7,1.0,1.25,21,22,9890,0.0975609756097561,0.9024390243902439,61.91439024390244
3234,Tier2_Engg,3.0,ECE,5.62,,Bootcamp,7,1,4,8,6,3,1,0,3,1,2,0,1,9,13,91,6,,Internship,,0.0,508.0,1382,2869,155,32.0,-0.6319595083152567,0.17700348432055749,6,0.6666666666666666,1.125,18,18,4572,0.07317073170731707,0.926829268292683,49.84029268292683
3235,NIT,2.0,IT,5.23,,Workshop,9,1,7,1,2,3,0,2,0,1,2,2,1,10,22,43,0,Image,Internship,1.0,1.0,597.0,1021,1488,133,25.0,-0.41487279843444225,0.40094022834116855,6,0.0,1.25,10,20,5970,0.024390243902439025,0.975609756097561,45.72609756097561
3236,IIT,4.0,nan,6.17,GenAI,Workshop,2,1,8,5,3,0,0,1,4,2,2,1,0,8,4,51,4,,Project,1.0,0.0,986.0,1343,3570,84,40.0,-0.265625,0.2761131335760291,5,0.6666666666666666,1.0,16,12,7888,0.024390243902439025,0.975609756097561,45.64409756097561
3237,NIT,4.0,nan,5.3,,Bootcamp,6,0,6,3,0,3,1,2,3,0,1,1,1,1,7,58,1,,Achievement,1.0,,,711,9330,134,4.0,0.13202247191011235,0.08627156789197299,7,0.25,0.125,9,18,805,0.0975609756097561,0.9024390243902439,36.82939024390244
3238,NIT,4.0,ECE,9.03,AI,Workshop,9,1,4,9,4,2,3,3,0,1,0,0,0,2,25,110,6,,Learning,1.0,0.0,,1321,3507,51,22.0,-0.4583963691376702,0.20381984036488027,4,0.6,0.25,17,18,1430,0.04878048780487805,0.9512195121951219,45.942195121951215
3239,Tier3_College,,CSE,5.08,,Internship,10,1,1,5,7,2,1,0,3,1,1,1,0,2,27,54,3,Image,Achievement,,0.0,,997,7731,26,9.0,-0.04208416833667335,0.12351267459906881,6,0.5,0.25,13,19,1910,0.0975609756097561,0.9024390243902439,42.934390243902435
3240,Tier3_College,4.0,Mechanical,7.91,AI,Workshop,4,1,6,2,7,1,4,2,2,0,2,2,0,10,12,19,1,,Achievement,0.0,0.0,658.0,853,6406,120,,-0.22833723653395785,0.10270017168721711,6,0.3333333333333333,1.25,15,17,6580,0.04878048780487805,0.9512195121951219,48.09219512195122
3241,NIT,4.0,Mechanical,9.05,GenAI,Workshop,5,1,8,1,2,3,1,0,2,2,2,2,1,4,18,31,0,,Internship,1.0,1.0,309.0,1313,6245,186,35.0,-0.7640791476407914,0.0494716618635927,7,0.0,0.5,11,18,1236,0.024390243902439025,0.975609756097561,39.99209756097561
3242,NIT,,CSE,9.47,GenAI,Fellowship,11,0,6,3,6,4,3,1,0,2,0,0,1,6,26,71,5,Image,Project,1.0,1.0,1439.0,700,6656,162,8.0,1.0542082738944365,0.21616343698362625,5,1.25,0.75,15,22,8634,0.024390243902439025,0.975609756097561,55.39009756097561
3243,NIT,2.0,IT,7.05,GenAI,Bootcamp,8,1,6,6,2,2,4,3,0,1,0,2,0,1,17,86,8,Carousel,Project,1.0,0.0,,1182,803,12,10.0,0.6424344885883347,2.415422885572139,5,1.1428571428571428,0.125,14,20,1942,0.024390243902439025,0.975609756097561,45.69809756097561
3244,Tier4_College,3.0,IT,8.1,AI,Bootcamp,5,0,0,5,0,1,3,3,3,0,2,0,0,10,19,51,2,,Achievement,1.0,1.0,1615.0,34,9003,167,32.0,45.17142857142857,0.17936472678809418,5,0.3333333333333333,1.25,5,17,16150,0.024390243902439025,0.975609756097561,47.90609756097561
3245,Tier3_College,3.0,IT,9.76,DS,Fellowship,5,1,6,3,5,1,2,3,1,0,1,0,0,7,13,89,6,,Internship,1.0,1.0,640.0,975,6311,113,28.0,-0.3432377049180328,0.10139416983523447,5,1.5,0.875,14,13,4480,0.024390243902439025,0.975609756097561,41.23609756097561
3246,NIT,2.0,CSE,8.36,AI,Internship,11,0,5,0,3,1,1,2,2,0,2,0,1,7,4,75,9,Carousel,Achievement,0.0,1.0,643.0,1010,9131,198,,-0.3630069238377844,0.07041173893999124,6,9.0,0.875,8,20,4501,0.024390243902439025,0.975609756097561,42.25709756097561
3247,Tier2_Engg,4.0,Civil,9.51,AI,Fellowship,4,1,8,3,6,4,4,3,3,1,0,0,1,1,4,33,4,,Learning,1.0,0.0,,203,4248,93,17.0,6.627450980392157,0.3659684631678042,6,1.0,0.125,17,20,1555,0.04878048780487805,0.9512195121951219,48.067195121951215
3248,Tier2_Engg,4.0,nan,8.42,AI,Internship,7,1,8,2,3,0,1,1,0,1,0,2,0,11,9,85,4,,Learning,1.0,1.0,218.0,391,209,54,18.0,-0.4413265306122449,1.0380952380952382,4,1.3333333333333333,1.375,13,12,2398,0.024390243902439025,0.975609756097561,37.15409756097561
3249,Tier4_College,4.0,Civil,5.34,,Workshop,3,1,3,2,7,3,4,2,2,1,2,1,1,3,29,48,9,,Internship,1.0,1.0,1806.0,1078,7158,23,9.0,0.6746987951807228,0.2522698700935885,8,3.0,0.375,12,19,5418,0.04878048780487805,0.9512195121951219,45.930195121951215
3250,Tier4_College,,CSE,5.98,,Workshop,5,1,3,3,4,0,4,1,3,0,1,1,1,7,21,30,6,Text,Learning,1.0,0.0,1493.0,50,5565,123,49.0,28.294117647058822,0.2682357168523176,6,1.5,0.875,10,16,10451,0.04878048780487805,0.9512195121951219,45.963195121951216
3251,IIT,2.0,Civil,9.7,DS,Internship,8,0,7,4,3,4,2,3,2,2,2,2,0,7,26,10,0,Video,Project,1.0,0.0,109.0,441,8570,124,21.0,-0.751131221719457,0.012717302531793257,7,0.0,0.875,14,25,763,0.0,1.0,49.763
3252,IIT,4.0,IT,9.22,nan,Workshop,9,1,2,8,6,0,1,2,0,0,1,1,0,6,6,81,8,,Learning,1.0,1.0,1238.0,1336,5125,165,43.0,-0.07329842931937172,0.24151385095591105,4,0.8888888888888888,0.75,16,14,7428,0.024390243902439025,0.975609756097561,47.18409756097561
3253,IIT,3.0,Civil,7.11,GenAI,Internship,7,1,3,8,3,0,1,3,2,2,1,2,0,2,15,51,0,,Achievement,0.0,0.0,,1084,3078,131,,-0.07649769585253456,0.3251055537512179,6,0.0,0.25,14,18,2002,0.07317073170731707,0.926829268292683,43.270292682926836
3254,Tier4_College,2.0,CSE,5.81,,Fellowship,7,1,9,7,2,2,3,1,1,1,0,0,0,2,10,26,2,Video,Learning,1.0,,,624,6192,73,16.0,-0.4688,0.05344744065880833,5,0.25,0.25,18,15,662,0.07317073170731707,0.926829268292683,42.93029268292683
3255,Tier4_College,2.0,nan,5.79,,Fellowship,7,1,8,0,2,4,4,3,4,2,1,1,0,2,23,50,5,Video,Learning,1.0,0.0,,406,3915,197,4.0,2.13022113022113,0.325076608784474,7,5.0,0.25,10,26,2546,0.04878048780487805,0.9512195121951219,48.058195121951215
3256,Tier4_College,4.0,Civil,9.52,AI,Workshop,1,0,1,2,7,3,0,0,0,1,0,2,1,7,12,60,6,,Project,1.0,0.0,586.0,932,6614,115,25.0,-0.3708467309753483,0.08858654572940287,4,2.0,0.875,10,8,4102,0.024390243902439025,0.975609756097561,31.858097560975608
3257,Tier2_Engg,3.0,Civil,5.83,,Bootcamp,11,0,6,8,1,3,4,0,2,0,0,1,1,11,9,106,1,,Achievement,,,1186.0,1451,9385,91,2.0,-0.1825068870523416,0.1263584061367995,5,0.1111111111111111,1.375,15,22,13046,0.0975609756097561,0.9024390243902439,59.07039024390244
3258,Tier4_College,4.0,Civil,6.93,AI,Fellowship,9,0,9,8,6,4,3,0,3,0,2,1,0,2,13,64,8,,Learning,1.0,1.0,,323,3324,143,45.0,1.382716049382716,0.2318796992481203,5,0.8888888888888888,0.25,23,22,1542,0.04878048780487805,0.9512195121951219,56.054195121951224
3259,Tier2_Engg,3.0,Civil,9.5,nan,Bootcamp,3,1,0,5,7,4,3,3,3,2,0,2,0,6,5,14,1,,Achievement,1.0,1.0,938.0,684,8913,122,41.0,0.3708029197080292,0.10522773165806597,6,0.16666666666666666,0.75,12,20,5628,0.024390243902439025,0.975609756097561,47.38409756097561
3260,IIT,2.0,nan,5.17,,Bootcamp,10,1,6,7,0,2,1,3,3,2,0,0,0,9,23,89,2,Video,Internship,0.0,0.0,1583.0,1422,9361,180,,0.11314125087842586,0.16908780175176244,5,0.25,1.125,13,21,14247,0.04878048780487805,0.9512195121951219,57.75919512195122
3261,IIT,2.0,CSE,8.15,GenAI,Internship,4,1,2,5,0,2,2,3,3,1,1,1,0,4,13,95,8,Video,Internship,1.0,0.0,1587.0,113,6409,45,2.0,12.929824561403509,0.24758190327613105,7,1.3333333333333333,0.5,7,17,6348,0.0,1.0,40.348
3262,IIT,2.0,ECE,6.75,DS,Fellowship,5,1,3,8,3,2,4,2,1,0,0,0,1,6,23,92,7,Text,Internship,0.0,0.0,881.0,237,5550,196,,2.7058823529411766,0.1587101423166997,5,0.7777777777777778,0.75,14,15,5286,0.024390243902439025,0.975609756097561,44.04209756097561
3263,NIT,,Civil,5.54,,Workshop,10,1,2,5,4,2,2,3,0,1,2,2,0,4,11,92,4,Carousel,Learning,1.0,1.0,522.0,41,2824,94,1.0,11.452380952380953,0.1847787610619469,6,0.6666666666666666,0.5,11,22,2088,0.04878048780487805,0.9512195121951219,44.60019512195122
3264,NIT,1.0,ECE,7.84,GenAI,Workshop,5,0,3,9,5,1,3,3,2,1,1,0,0,6,5,12,0,Text,Internship,1.0,1.0,900.0,381,8248,156,5.0,1.3586387434554974,0.10910413383440418,6,0.0,0.75,17,16,5400,0.0,1.0,48.4
3265,Tier3_College,,nan,7.42,nan,Internship,10,1,7,6,6,4,4,3,1,1,0,2,0,1,21,38,6,Image,Internship,1.0,0.0,,623,4179,163,14.0,0.5769230769230769,0.23516746411483253,6,0.8571428571428571,0.125,19,25,983,0.04878048780487805,0.9512195121951219,54.49519512195121
3266,Tier3_College,,CSE,5.5,,Bootcamp,8,1,4,8,4,2,1,2,4,2,0,0,0,10,25,52,8,Image,Learning,1.0,0.0,1281.0,362,6383,57,25.0,2.53168044077135,0.20065789473684212,5,0.8888888888888888,1.25,16,19,12810,0.04878048780487805,0.9512195121951219,57.322195121951225
3267,Tier3_College,,Mechanical,6.34,DS,Bootcamp,3,0,0,0,0,1,3,3,0,0,0,0,0,2,28,27,5,Carousel,Internship,1.0,0.0,,1328,4083,6,33.0,0.04288939051918736,0.339128305582762,3,5.0,0.25,0,10,2770,0.04878048780487805,0.9512195121951219,22.28219512195122
3268,NIT,3.0,ECE,8.7,nan,Fellowship,4,1,9,3,7,3,3,1,3,0,1,1,1,2,8,23,0,,Achievement,1.0,0.0,,246,3588,42,44.0,2.2550607287449393,0.2237392031206464,7,0.0,0.25,19,17,1606,0.04878048780487805,0.9512195121951219,47.11819512195122
3269,NIT,,CSE,8.78,GenAI,Fellowship,6,1,2,9,1,0,0,2,1,1,2,2,0,10,25,45,0,Carousel,Project,1.0,0.0,464.0,43,8074,85,35.0,9.568181818181818,0.05746130030959752,5,0.0,1.25,12,14,4640,0.024390243902439025,0.975609756097561,40.39609756097561
3270,Tier3_College,2.0,Mechanical,7.99,AI,Internship,11,1,9,5,2,4,3,0,4,0,1,2,0,8,20,46,9,nan,Project,1.0,1.0,1241.0,1028,5568,32,31.0,0.20699708454810495,0.2228407254444245,5,1.5,1.0,16,25,9928,0.0,1.0,60.928
3271,Tier3_College,1.0,Civil,5.55,,Internship,7,1,9,1,7,2,3,1,4,2,2,2,1,6,4,88,3,Text,Learning,0.0,0.0,1622.0,1156,1994,131,,0.40276577355229043,0.8130325814536341,8,1.5,0.75,17,24,9732,0.04878048780487805,0.9512195121951219,60.24419512195122
3272,Tier4_College,2.0,nan,9.27,nan,Internship,4,1,3,7,1,3,0,2,2,1,1,0,0,3,5,26,1,nan,Achievement,1.0,1.0,786.0,1107,3885,11,47.0,-0.2897111913357401,0.20226453937210498,5,0.125,0.375,11,13,2358,0.0,1.0,36.358000000000004
3273,Tier3_College,,nan,5.86,,Workshop,2,0,1,0,7,4,1,3,2,0,0,2,0,9,12,30,0,Image,Internship,0.0,0.0,1356.0,459,4933,132,,1.95,0.2748277259829753,5,0.0,1.125,8,14,12204,0.07317073170731707,0.926829268292683,43.472292682926835
3274,Tier4_College,1.0,CSE,8.6,GenAI,Bootcamp,1,1,4,1,6,4,4,3,1,2,0,0,0,8,14,30,3,Video,Achievement,1.0,0.0,423.0,1207,8485,56,30.0,-0.6490066225165563,0.04984680650483149,5,1.5,1.0,11,15,3384,0.0,1.0,39.384
3275,Tier2_Engg,3.0,IT,5.21,,Workshop,9,1,4,2,1,3,0,1,4,1,2,1,1,11,28,42,3,,Achievement,,0.0,218.0,1475,472,88,28.0,-0.8516260162601627,0.4608879492600423,7,1.0,1.375,7,22,2398,0.07317073170731707,0.926829268292683,40.66629268292683
3276,NIT,1.0,Mechanical,6.66,AI,Internship,9,1,6,7,3,2,1,1,1,1,2,0,0,6,6,97,6,Carousel,Project,1.0,0.0,109.0,221,9272,149,49.0,-0.5045045045045045,0.011754556238542003,6,0.75,0.75,16,17,654,0.0,1.0,43.654
3277,Tier3_College,2.0,IT,7.39,AI,Fellowship,6,1,8,4,6,3,4,3,1,2,0,1,1,2,9,96,9,Image,Achievement,1.0,0.0,,865,317,171,20.0,0.5438799076212472,4.20125786163522,7,1.8,0.25,18,21,2672,0.024390243902439025,0.975609756097561,51.42809756097561
3278,NIT,1.0,nan,5.14,,Internship,7,1,4,6,2,4,3,1,4,2,0,1,0,11,17,95,5,Carousel,Internship,1.0,0.0,133.0,711,7355,134,10.0,-0.8117977528089888,0.018080478520935292,6,0.7142857142857143,1.375,12,22,1463,0.024390243902439025,0.975609756097561,45.21909756097561
3279,NIT,4.0,nan,5.86,,Bootcamp,7,0,8,9,5,0,0,3,4,2,1,1,0,9,8,20,8,,Achievement,1.0,1.0,822.0,833,4458,143,40.0,-0.013189448441247002,0.18434626597891904,5,0.8,1.125,22,18,7398,0.04878048780487805,0.9512195121951219,56.91019512195122
3280,NIT,3.0,Civil,6.59,AI,Internship,1,1,3,8,4,1,3,3,1,2,1,1,0,9,3,109,0,,Project,,0.0,1122.0,969,370,87,9.0,0.1577319587628866,3.024258760107817,7,0.0,1.125,15,13,10098,0.04878048780487805,0.9512195121951219,47.61019512195122
3281,Tier2_Engg,,Civil,9.91,DS,Internship,6,0,2,6,2,1,2,1,3,0,1,1,0,11,11,106,7,Image,Internship,1.0,0.0,1528.0,302,9471,151,37.0,4.0462046204620465,0.16131756756756757,6,1.0,1.375,10,15,16808,0.024390243902439025,0.975609756097561,51.56409756097561
3282,IIT,3.0,ECE,8.9,DS,Internship,7,1,1,5,4,2,1,3,2,2,0,2,1,7,19,99,2,,Achievement,0.0,1.0,624.0,463,7079,142,,0.34698275862068967,0.08813559322033898,7,0.3333333333333333,0.875,10,20,4368,0.04878048780487805,0.9512195121951219,43.88019512195122
3283,Tier3_College,,nan,9.2,DS,Workshop,8,1,6,8,5,2,2,3,1,2,2,2,1,4,11,30,4,Image,Learning,0.0,0.0,924.0,1076,7665,111,,-0.14113277623026926,0.12053222019306027,8,0.4444444444444444,0.5,19,23,3696,0.04878048780487805,0.9512195121951219,55.20819512195122
