Student_ID,College_Tier,Department,Module,Topic,Subtopic,Difficulty,Correct,Time_Taken,Attempts,Hint_Used,Test_Cases_Passed
12967,3,Mechanical,Control,Loops,Intermediate,Easy,0,100,3,1,34
3362,1,Mechanical,DS,Lists,Basic,Hard,1,89,2,0,44
7836,1,Civil,Functions,Classes,Basic,Easy,0,295,3,0,33
11173,3,ECE,Functions,Lists,EdgeCases,Hard,1,81,2,1,10
16391,4,Civil,OOP,Functions,Intermediate,Easy,0,134,3,0,87
3268,3,Mechanical,Basics,Classes,Basic,Easy,0,226,1,0,66
6565,3,ECE,Advanced,Lists,Intermediate,Hard,0,272,3,0,95
18991,1,CSE,Control,Arrays,Intermediate,Medium,1,170,3,0,63
11412,3,Civil,Control,Functions,Basic,Hard,1,30,2,0,98
5907,4,Mechanical,DS,Functions,Basic,Medium,1,40,2,1,97
16029,3,Civil,Control,Lists,Basic,Hard,0,46,2,0,63
19658,1,CSE,ProblemSolving,Files,Intermediate,Hard,1,125,2,0,55
7612,3,Civil,Advanced,Functions,Basic,Medium,1,128,3,1,8
17298,3,CSE,DS,Pandas,EdgeCases,Medium,0,254,2,0,20
2012,4,CSE,ProblemSolving,Classes,Basic,Medium,1,210,2,0,17
17827,2,ECE,Functions,Pandas,EdgeCases,Easy,1,168,3,0,41
11247,2,Civil,Control,Classes,Basic,Hard,0,41,3,1,63
13791,1,Civil,DS,Classes,EdgeCases,Easy,1,93,3,0,52
11739,4,ECE,OOP,Files,Intermediate,Medium,1,44,2,0,99
14731,4,ECE,Basics,Files,Intermediate,Medium,0,38,1,1,88
11121,2,Mechanical,ProblemSolving,Pandas,EdgeCases,Hard,1,219,1,0,10
18214,3,CSE,Control,Files,EdgeCases,Medium,1,188,3,0,68
8768,1,Civil,Control,Classes,EdgeCases,Hard,0,149,3,0,78
13704,3,ECE,Control,Pandas,Basic,Medium,1,14,2,0,72
930,4,Civil,DS,Files,Basic,Easy,0,135,2,1,68
11952,4,ECE,Functions,Arrays,Intermediate,Easy,0,187,1,1,3
15846,2,ECE,Basics,Variables,EdgeCases,Hard,1,131,3,1,33
17439,2,CSE,DS_AI,Pandas,EdgeCases,Hard,0,91,3,1,5
15748,2,CSE,Control,Arrays,Basic,Hard,0,281,2,0,37
5745,4,ECE,Functions,Variables,EdgeCases,Easy,0,235,1,0,25
18285,3,Civil,Advanced,Lists,Intermediate,Hard,0,160,2,0,36
9650,4,Civil,Functions,Files,Intermediate,Medium,1,67,3,1,99
6981,1,ECE,OOP,Pandas,Basic,Medium,0,228,2,0,87
7070,4,CSE,Control,Variables,Basic,Medium,0,167,3,1,66
9592,4,Civil,DS_AI,Classes,Basic,Medium,1,218,3,0,17
19800,3,ECE,OOP,Functions,Basic,Medium,1,210,3,0,88
443,2,Civil,Advanced,Classes,EdgeCases,Medium,0,76,2,1,96
4653,1,CSE,Advanced,Pandas,Intermediate,Hard,1,275,2,0,47
9371,3,CSE,ProblemSolving,Arrays,Basic,Hard,0,180,1,1,1
7598,1,CSE,OOP,Loops,Basic,Hard,1,168,3,0,20
14326,3,Mechanical,ProblemSolving,Lists,Basic,Medium,1,267,3,0,69
4459,2,Mechanical,OOP,Arrays,EdgeCases,Hard,1,287,2,0,26
6592,4,ECE,Advanced,Loops,EdgeCases,Easy,0,254,2,1,64
16347,1,Civil,Advanced,Files,Intermediate,Medium,1,193,2,0,8
11827,3,CSE,Functions,Loops,Basic,Hard,1,33,3,1,19
18694,1,Mechanical,DS,Classes,Basic,Medium,1,41,3,0,43
14139,3,CSE,DS_AI,Arrays,Basic,Hard,1,161,1,0,18
17295,4,Mechanical,Control,Loops,Basic,Easy,0,56,3,0,70
2170,3,ECE,Basics,Variables,Intermediate,Medium,0,20,2,0,83
18557,4,CSE,Functions,Functions,EdgeCases,Easy,1,103,1,0,99
6314,1,Mechanical,Basics,Lists,Intermediate,Hard,1,64,2,0,78
8316,3,ECE,ProblemSolving,Variables,Basic,Easy,1,150,3,0,24
8037,1,Mechanical,Control,Pandas,EdgeCases,Medium,0,44,1,0,92
786,4,Mechanical,ProblemSolving,Pandas,EdgeCases,Easy,0,61,2,0,42
6140,2,ECE,OOP,Arrays,Intermediate,Medium,1,17,2,0,35
6345,3,CSE,DS_AI,Pandas,Basic,Medium,1,129,1,0,91
18801,3,CSE,Basics,Lists,EdgeCases,Easy,0,295,2,0,29
14974,2,ECE,DS_AI,Classes,Basic,Medium,1,217,3,1,80
5620,1,ECE,ProblemSolving,Files,EdgeCases,Easy,1,122,3,0,23
1937,3,ECE,Control,Files,Intermediate,Medium,0,98,2,1,75
3808,1,Civil,OOP,Pandas,Basic,Hard,0,94,2,1,14
7152,4,ECE,Basics,Classes,EdgeCases,Medium,1,136,1,1,6
9494,1,ECE,ProblemSolving,Classes,EdgeCases,Easy,1,279,3,0,37
12356,4,Civil,DS_AI,Loops,EdgeCases,Easy,1,76,2,0,82
3237,3,Mechanical,OOP,Lists,Basic,Easy,0,113,3,0,41
15849,4,CSE,Functions,Lists,Intermediate,Hard,1,28,3,1,29
2353,3,Civil,DS_AI,Pandas,EdgeCases,Hard,1,12,1,0,26
1933,4,Civil,Functions,Files,Basic,Hard,1,29,1,1,87
10914,2,Civil,OOP,Classes,Basic,Medium,1,156,2,0,76
8557,1,Civil,Basics,Arrays,Intermediate,Easy,1,237,3,0,39
5499,4,ECE,Basics,Loops,Intermediate,Easy,1,120,2,0,77
10583,2,CSE,ProblemSolving,Pandas,Intermediate,Hard,1,237,3,0,91
17331,2,CSE,Functions,Files,Basic,Easy,0,271,1,0,49
13866,2,Civil,Basics,Files,Intermediate,Medium,0,236,3,0,57
9570,1,CSE,DS,Pandas,Intermediate,Medium,0,164,3,0,44
17824,4,CSE,Basics,Pandas,Intermediate,Easy,0,203,1,0,19
4858,1,Mechanical,Advanced,Classes,EdgeCases,Hard,1,27,3,0,18
341,4,Civil,ProblemSolving,Loops,Basic,Easy,1,37,3,0,84
11182,2,Civil,Basics,Lists,EdgeCases,Medium,1,137,1,0,77
16767,2,Civil,ProblemSolving,Lists,Basic,Medium,0,22,3,0,27
8492,2,Civil,Basics,Classes,Intermediate,Easy,1,170,1,0,76
139,1,Civil,Basics,Variables,EdgeCases,Medium,1,262,3,0,52
359,2,CSE,ProblemSolving,Loops,Basic,Medium,0,221,1,1,69
9715,3,CSE,Basics,Variables,Intermediate,Hard,1,209,1,0,3
19841,3,ECE,Control,Pandas,Intermediate,Medium,1,67,1,0,58
1628,2,Civil,Basics,Files,Basic,Medium,1,253,2,0,16
15997,1,Mechanical,ProblemSolving,Pandas,Intermediate,Easy,1,84,3,1,72
5005,2,Civil,DS_AI,Classes,Intermediate,Medium,0,55,2,1,67
13284,4,Mechanical,DS_AI,Arrays,EdgeCases,Hard,0,23,2,0,61
6653,3,Civil,DS,Arrays,Basic,Hard,0,166,3,0,78
19555,4,CSE,ProblemSolving,Lists,EdgeCases,Hard,1,93,3,0,31
2152,2,Mechanical,Control,Pandas,EdgeCases,Medium,0,121,2,0,77
9430,2,Mechanical,ProblemSolving,Classes,Basic,Hard,0,69,3,1,43
14073,4,Civil,Control,Files,EdgeCases,Easy,1,278,2,0,54
11928,3,CSE,Functions,Lists,Basic,Hard,1,57,3,1,7
6906,1,Mechanical,DS,Pandas,Basic,Medium,0,233,3,0,57
19219,3,CSE,ProblemSolving,Classes,Basic,Easy,1,38,1,1,23
12453,2,Mechanical,Functions,Lists,EdgeCases,Hard,0,57,3,0,71
16213,4,Civil,Functions,Pandas,EdgeCases,Hard,1,127,1,0,26
18952,1,ECE,DS,Classes,EdgeCases,Medium,0,35,1,1,97
1308,1,CSE,ProblemSolving,Pandas,EdgeCases,Easy,0,44,3,0,98
14853,1,ECE,DS,Functions,Basic,Hard,1,247,1,1,10
2661,3,Mechanical,Basics,Pandas,Intermediate,Medium,1,133,1,1,32
10404,1,ECE,Advanced,Functions,Basic,Easy,1,57,1,0,94
10239,4,Civil,Basics,Functions,Basic,Medium,0,125,1,0,45
6208,1,ECE,DS_AI,Arrays,Intermediate,Easy,0,110,3,0,2
19547,3,Mechanical,Functions,Classes,Basic,Medium,1,112,2,1,58
1141,1,Civil,DS,Pandas,Basic,Easy,1,165,1,0,28
1709,4,Civil,ProblemSolving,Variables,Intermediate,Easy,0,30,3,0,19
3631,4,Mechanical,Control,Pandas,EdgeCases,Medium,1,173,3,0,20
19596,3,CSE,Advanced,Files,Basic,Hard,1,132,1,0,5
10486,3,ECE,Advanced,Pandas,Basic,Medium,1,37,1,0,41
12022,4,Mechanical,DS_AI,Loops,Basic,Medium,1,125,3,0,3
16860,4,Civil,Advanced,Pandas,Intermediate,Easy,0,24,3,0,80
7685,4,CSE,DS,Classes,Intermediate,Easy,0,147,1,0,98
1208,4,CSE,Functions,Files,Intermediate,Easy,1,242,2,0,73
13332,3,ECE,Functions,Variables,EdgeCases,Hard,0,128,2,0,13
1961,2,Mechanical,DS,Pandas,EdgeCases,Hard,1,114,1,0,11
558,2,Civil,DS_AI,Functions,Intermediate,Hard,0,170,1,1,79
15884,1,Mechanical,Functions,Files,Basic,Hard,1,71,3,0,85
13894,4,Mechanical,Advanced,Variables,EdgeCases,Medium,0,150,2,1,43
883,1,Mechanical,DS,Classes,EdgeCases,Easy,1,165,1,1,93
4762,3,ECE,Basics,Pandas,EdgeCases,Medium,1,159,1,1,61
5868,1,ECE,Basics,Variables,Intermediate,Hard,1,60,1,0,93
12870,1,Civil,OOP,Classes,Intermediate,Hard,1,175,3,0,78
7167,1,CSE,OOP,Pandas,Basic,Medium,0,251,2,0,11
12983,1,CSE,DS,Pandas,EdgeCases,Easy,0,39,1,1,95
7930,2,ECE,Functions,Variables,EdgeCases,Medium,0,274,1,0,39
5348,2,CSE,DS,Variables,Basic,Medium,1,176,3,0,67
7270,4,ECE,OOP,Loops,Intermediate,Easy,1,104,2,0,66
13528,4,Civil,OOP,Functions,EdgeCases,Easy,1,100,2,0,66
2455,1,Mechanical,DS_AI,Pandas,EdgeCases,Easy,1,151,1,0,42
18331,4,Mechanical,DS_AI,Functions,Intermediate,Medium,1,93,2,0,66
12992,1,Mechanical,Advanced,Functions,Basic,Medium,1,148,1,0,39
2809,1,ECE,Control,Functions,Intermediate,Easy,0,90,3,1,57
6643,3,CSE,DS_AI,Variables,Intermediate,Medium,1,226,2,0,64
3826,2,Mechanical,Functions,Classes,EdgeCases,Medium,1,253,2,0,8
3537,1,ECE,Control,Loops,Intermediate,Hard,0,283,3,0,71
15310,3,ECE,OOP,Variables,Intermediate,Medium,0,273,1,1,21
3803,2,ECE,Control,Functions,Basic,Hard,1,219,3,0,29
18355,4,ECE,Basics,Pandas,Intermediate,Easy,1,280,2,0,93
6143,4,Civil,ProblemSolving,Files,Intermediate,Hard,1,59,2,1,95
19204,2,Civil,Basics,Arrays,EdgeCases,Medium,1,44,2,0,4
9095,2,ECE,DS_AI,Lists,EdgeCases,Hard,0,138,1,1,55
365,1,Mechanical,Advanced,Classes,EdgeCases,Hard,1,212,2,0,60
19504,4,ECE,Functions,Arrays,EdgeCases,Easy,0,252,3,1,55
15689,2,Civil,Basics,Functions,EdgeCases,Hard,1,87,1,1,92
1864,1,Civil,ProblemSolving,Pandas,Basic,Easy,0,172,1,1,52
16500,1,Mechanical,OOP,Files,Intermediate,Medium,1,13,3,1,85
7085,2,CSE,Basics,Lists,EdgeCases,Hard,0,109,2,0,67
8017,1,ECE,OOP,Classes,Basic,Easy,0,55,3,0,20
2385,3,ECE,OOP,Files,Intermediate,Medium,1,290,2,0,25
15073,3,Civil,DS,Lists,EdgeCases,Easy,1,228,2,0,67
3936,3,CSE,DS_AI,Files,Basic,Medium,1,42,1,0,31
13128,4,CSE,Functions,Classes,EdgeCases,Hard,0,127,3,1,85
14483,2,Civil,Advanced,Files,EdgeCases,Hard,1,72,3,0,38
7743,3,Civil,DS_AI,Functions,Basic,Hard,1,139,2,0,55
16166,4,Civil,Basics,Variables,Basic,Medium,1,171,2,0,64
2491,2,CSE,Control,Arrays,EdgeCases,Medium,1,163,1,0,9
13325,1,ECE,OOP,Variables,Intermediate,Medium,1,34,3,1,55
18109,1,Mechanical,Functions,Functions,EdgeCases,Hard,1,292,1,0,33
19152,2,Civil,ProblemSolving,Classes,Intermediate,Easy,1,261,1,1,5
1138,2,CSE,Basics,Variables,EdgeCases,Medium,0,107,2,0,64
3421,1,CSE,DS,Arrays,EdgeCases,Easy,0,213,3,0,41
5846,2,ECE,OOP,Pandas,EdgeCases,Easy,0,290,1,0,2
3907,4,CSE,ProblemSolving,Classes,EdgeCases,Hard,1,118,2,1,37
19338,2,Mechanical,DS_AI,Functions,Basic,Medium,0,118,2,0,22
12414,1,CSE,OOP,Pandas,EdgeCases,Medium,0,27,2,1,12
277,4,Mechanical,Control,Lists,Intermediate,Medium,1,180,3,0,56
18384,4,Civil,DS_AI,Variables,Intermediate,Medium,0,139,1,1,0
17612,3,CSE,Functions,Functions,Intermediate,Medium,1,226,3,1,43
6338,1,Civil,ProblemSolving,Variables,Intermediate,Medium,1,256,1,0,86
11945,1,CSE,Basics,Files,Intermediate,Hard,1,118,3,0,97
15907,4,CSE,DS,Pandas,EdgeCases,Easy,1,109,2,0,38
17080,2,ECE,Functions,Files,Intermediate,Easy,1,25,1,1,68
12307,2,Civil,Control,Arrays,Intermediate,Easy,1,153,2,0,35
10504,1,Mechanical,ProblemSolving,Lists,Intermediate,Easy,0,74,3,0,31
19226,1,CSE,Basics,Pandas,Basic,Easy,1,99,1,1,13
4209,3,Mechanical,Functions,Functions,Basic,Hard,1,271,1,0,37
11591,1,Mechanical,Advanced,Functions,Intermediate,Easy,0,105,2,0,24
10887,4,Civil,Control,Classes,EdgeCases,Easy,0,36,1,1,9
12867,1,ECE,ProblemSolving,Loops,EdgeCases,Hard,1,137,2,1,91
1089,4,CSE,Functions,Variables,Intermediate,Hard,0,55,2,0,8
3364,4,ECE,OOP,Lists,Intermediate,Hard,1,151,3,0,74
25,4,CSE,DS_AI,Variables,Basic,Medium,0,203,1,0,48
9765,1,ECE,DS_AI,Loops,EdgeCases,Easy,1,161,2,0,44
9960,3,CSE,Functions,Lists,EdgeCases,Medium,1,222,3,0,62
12936,4,ECE,Control,Files,Basic,Hard,1,203,1,0,98
8069,4,Civil,DS_AI,Lists,EdgeCases,Medium,0,86,3,0,11
18620,1,Civil,DS_AI,Variables,EdgeCases,Hard,1,134,3,0,9
7296,4,CSE,ProblemSolving,Arrays,EdgeCases,Medium,0,129,3,0,74
8393,3,Mechanical,ProblemSolving,Lists,Basic,Easy,1,187,2,0,52
11391,3,CSE,DS,Variables,EdgeCases,Easy,1,271,2,1,96
8449,4,CSE,Basics,Functions,Basic,Easy,1,111,3,0,21
10434,1,Civil,DS_AI,Pandas,Basic,Medium,1,55,3,0,78
15039,4,Mechanical,Functions,Pandas,EdgeCases,Easy,1,107,1,0,46
19560,3,ECE,ProblemSolving,Classes,Intermediate,Medium,1,230,1,0,80
11529,2,CSE,DS_AI,Loops,Basic,Medium,1,178,3,0,94
15744,3,Civil,OOP,Functions,EdgeCases,Medium,0,103,1,1,4
8606,2,ECE,OOP,Files,Basic,Hard,1,243,1,0,8
2015,2,Mechanical,ProblemSolving,Pandas,Basic,Hard,1,102,2,1,58
1382,2,ECE,Control,Pandas,Intermediate,Hard,1,10,3,0,36
1099,4,Civil,OOP,Loops,Intermediate,Medium,0,98,3,0,12
19811,1,Mechanical,Advanced,Classes,EdgeCases,Easy,1,176,3,0,39
9102,1,Civil,Functions,Loops,Basic,Medium,0,62,2,0,18
188,4,Mechanical,Advanced,Arrays,Intermediate,Medium,1,135,1,1,71
11949,3,CSE,Control,Variables,Basic,Medium,1,139,2,0,81
10208,4,ECE,DS_AI,Lists,Basic,Hard,1,216,2,1,97
2093,1,Civil,ProblemSolving,Variables,Intermediate,Medium,0,54,3,1,68
18515,3,Civil,OOP,Files,EdgeCases,Easy,1,121,3,1,66
5243,1,Mechanical,Advanced,Variables,Basic,Medium,0,99,1,1,41
8550,4,Civil,Advanced,Lists,Intermediate,Medium,0,170,2,1,11
5186,4,Civil,ProblemSolving,Pandas,Intermediate,Medium,1,203,1,0,33
15272,4,CSE,Basics,Lists,EdgeCases,Easy,0,90,2,0,37
5777,4,Civil,ProblemSolving,Lists,Basic,Hard,0,30,3,1,60
12450,3,Mechanical,Advanced,Loops,EdgeCases,Medium,0,246,1,0,56
7824,1,CSE,OOP,Variables,Intermediate,Easy,0,89,2,0,19
15718,3,ECE,Functions,Loops,EdgeCases,Easy,1,260,3,0,25
7356,4,CSE,DS_AI,Classes,Basic,Medium,1,112,2,0,61
6466,2,ECE,DS,Pandas,Basic,Hard,1,257,3,0,7
12738,3,Mechanical,Advanced,Pandas,Intermediate,Hard,0,262,1,1,34
17882,2,ECE,Basics,Variables,Basic,Easy,0,56,1,0,19
13325,2,Civil,Basics,Loops,EdgeCases,Easy,1,187,1,0,82
10351,3,CSE,Advanced,Classes,EdgeCases,Easy,0,45,1,1,16
2556,2,ECE,ProblemSolving,Loops,Intermediate,Easy,1,37,2,1,1
2952,1,ECE,OOP,Arrays,Basic,Hard,0,157,2,1,82
17623,3,ECE,Control,Loops,Intermediate,Easy,1,255,3,0,46
4728,1,Mechanical,OOP,Arrays,Basic,Hard,0,44,3,0,16
5687,4,CSE,Functions,Lists,EdgeCases,Hard,1,46,2,0,31
3702,1,Civil,Control,Lists,Intermediate,Medium,0,176,1,0,41
2781,4,Mechanical,OOP,Classes,Intermediate,Medium,0,167,1,0,26
17973,4,ECE,OOP,Lists,EdgeCases,Medium,1,121,1,0,40
2369,3,Mechanical,OOP,Variables,Basic,Medium,1,293,2,0,86
15593,4,Mechanical,Basics,Arrays,Basic,Medium,1,65,1,1,63
437,1,Mechanical,Basics,Functions,EdgeCases,Hard,0,37,1,0,16
2829,4,CSE,OOP,Lists,Intermediate,Easy,1,17,3,0,48
1557,3,Mechanical,DS_AI,Variables,Intermediate,Easy,0,131,3,0,74
13365,4,ECE,DS_AI,Classes,Intermediate,Hard,1,110,2,0,78
15062,4,CSE,Control,Files,EdgeCases,Medium,1,33,2,0,39
10577,3,Mechanical,ProblemSolving,Variables,Intermediate,Medium,1,134,1,0,10
16567,1,ECE,Functions,Pandas,Intermediate,Easy,0,235,3,1,67
7191,3,CSE,DS_AI,Variables,Intermediate,Easy,1,59,3,0,39
5566,3,Civil,Functions,Classes,Basic,Medium,1,103,1,0,91
15370,3,Civil,Basics,Files,Basic,Medium,0,272,3,1,75
1590,4,Mechanical,Basics,Pandas,Basic,Easy,0,181,3,0,68
160,1,CSE,Control,Variables,EdgeCases,Hard,1,167,1,0,20
12146,4,ECE,OOP,Classes,Basic,Medium,1,240,2,0,97
15374,4,Mechanical,Basics,Lists,EdgeCases,Hard,1,214,3,1,20
6556,3,ECE,Advanced,Files,Intermediate,Easy,0,35,2,0,47
16238,4,ECE,DS_AI,Pandas,EdgeCases,Hard,1,262,3,0,67
9204,2,ECE,OOP,Variables,Intermediate,Hard,0,152,3,0,34
8245,4,CSE,Functions,Arrays,Basic,Medium,1,87,1,0,62
14744,4,Civil,Functions,Loops,Basic,Easy,1,180,1,1,42
13334,2,CSE,DS_AI,Arrays,Intermediate,Hard,1,190,1,0,58
13342,4,ECE,Basics,Functions,Basic,Easy,1,116,1,0,95
18692,4,Civil,Control,Pandas,Basic,Medium,0,154,1,1,89
1229,2,ECE,OOP,Variables,Basic,Easy,0,154,3,1,89
5591,1,ECE,Control,Classes,Intermediate,Easy,0,96,2,1,7
5586,1,ECE,Functions,Lists,EdgeCases,Hard,1,68,2,0,33
9228,1,CSE,Basics,Lists,Basic,Medium,0,86,3,1,96
6047,3,Mechanical,Advanced,Classes,EdgeCases,Easy,1,92,3,0,10
12238,3,Mechanical,DS_AI,Lists,Basic,Hard,0,262,1,1,69
15650,1,Mechanical,Advanced,Files,Intermediate,Medium,1,73,2,0,90
4946,4,CSE,OOP,Pandas,Basic,Hard,1,299,2,1,4
7928,1,Mechanical,DS_AI,Arrays,EdgeCases,Hard,1,102,3,0,27
12642,2,Civil,Basics,Arrays,Basic,Hard,1,140,2,0,15
15999,2,ECE,OOP,Variables,Intermediate,Hard,1,39,3,0,2
13387,4,Mechanical,ProblemSolving,Lists,Basic,Medium,0,292,1,1,64
7017,2,CSE,DS_AI,Pandas,Intermediate,Hard,1,244,2,0,66
14028,2,CSE,DS_AI,Classes,EdgeCases,Medium,1,77,1,0,94
15921,1,Mechanical,ProblemSolving,Classes,Basic,Easy,1,187,1,0,68
13753,1,CSE,Functions,Classes,EdgeCases,Easy,1,241,2,1,91
18269,2,Mechanical,Advanced,Files,Intermediate,Hard,0,41,2,1,64
18194,2,Mechanical,Advanced,Files,Intermediate,Medium,0,155,3,1,11
3168,4,CSE,Control,Pandas,Intermediate,Easy,1,96,1,1,80
11990,2,Mechanical,Control,Arrays,EdgeCases,Medium,0,236,3,1,82
14088,1,ECE,ProblemSolving,Variables,EdgeCases,Easy,1,152,2,0,84
2438,1,Civil,Functions,Loops,Basic,Hard,1,230,1,0,72
15276,1,Mechanical,ProblemSolving,Arrays,EdgeCases,Hard,1,124,2,0,47
5277,3,CSE,Advanced,Functions,EdgeCases,Easy,1,47,3,0,73
8860,1,Mechanical,OOP,Loops,EdgeCases,Easy,1,148,3,0,98
7819,3,CSE,Functions,Arrays,Intermediate,Medium,1,143,2,0,23
4729,1,Mechanical,OOP,Functions,Intermediate,Medium,0,282,2,0,47
19009,1,Mechanical,DS_AI,Functions,Basic,Easy,1,173,2,0,75
5739,4,ECE,OOP,Variables,Basic,Hard,1,260,3,0,27
5794,3,Mechanical,Basics,Loops,EdgeCases,Medium,0,299,2,0,66
4524,2,ECE,Basics,Functions,Intermediate,Easy,1,254,1,1,51
5572,2,ECE,DS_AI,Pandas,Intermediate,Hard,1,192,2,0,91
16210,4,Mechanical,DS,Variables,EdgeCases,Medium,1,257,2,0,1
15247,4,ECE,Functions,Lists,EdgeCases,Hard,1,272,3,1,32
10381,3,CSE,DS,Arrays,Basic,Medium,0,136,3,0,82
2225,3,Mechanical,DS,Loops,Basic,Medium,1,61,1,0,96
8390,4,Mechanical,Control,Classes,EdgeCases,Easy,1,34,1,1,54
15928,3,Civil,Control,Variables,EdgeCases,Easy,1,237,3,0,42
11685,4,CSE,Basics,Lists,EdgeCases,Hard,1,218,1,0,39
10641,1,CSE,DS_AI,Classes,Intermediate,Hard,0,94,1,0,56
8663,4,CSE,DS_AI,Pandas,Intermediate,Medium,0,25,1,0,24
6362,3,Civil,ProblemSolving,Arrays,Intermediate,Medium,1,249,2,0,57
1949,1,Mechanical,ProblemSolving,Pandas,Basic,Medium,1,281,2,0,63
12092,4,CSE,Advanced,Files,Intermediate,Hard,0,168,3,1,41
11993,3,CSE,Advanced,Variables,Basic,Hard,0,282,1,1,33
6319,3,Mechanical,Control,Functions,Intermediate,Easy,0,28,3,1,35
12181,3,Mechanical,DS_AI,Variables,EdgeCases,Hard,0,83,2,0,75
235,4,Mechanical,Control,Variables,Intermediate,Easy,0,156,2,1,12
15373,4,ECE,Control,Pandas,Basic,Medium,0,90,3,1,82
19992,2,Civil,OOP,Loops,EdgeCases,Hard,1,176,2,1,40
523,4,CSE,Control,Files,Basic,Easy,1,45,3,0,80
12719,4,ECE,Functions,Functions,Basic,Hard,1,244,3,0,85
9822,3,ECE,Basics,Functions,Intermediate,Medium,1,118,3,0,97
5833,1,Civil,Advanced,Loops,Basic,Easy,0,168,1,0,57
12821,2,Civil,Functions,Classes,EdgeCases,Easy,1,86,1,1,73
16212,2,Mechanical,OOP,Loops,Basic,Hard,0,79,1,1,39
7123,2,CSE,Advanced,Classes,Basic,Hard,0,220,2,0,48
5843,2,ECE,ProblemSolving,Files,Intermediate,Easy,1,240,2,0,52
1317,2,Mechanical,Advanced,Arrays,Intermediate,Hard,1,57,3,0,24
13201,2,Civil,Basics,Arrays,Basic,Easy,1,171,3,0,88
17509,3,ECE,Advanced,Loops,EdgeCases,Hard,0,229,3,0,50
15207,3,CSE,DS_AI,Loops,Basic,Hard,0,135,3,0,67
18972,4,Mechanical,Basics,Functions,Intermediate,Hard,1,141,1,0,58
1379,2,ECE,OOP,Classes,Intermediate,Easy,1,98,1,1,46
19759,4,Civil,Advanced,Lists,Basic,Medium,1,152,1,0,51
1520,2,Mechanical,Control,Files,Intermediate,Medium,1,129,2,0,49
7936,4,Civil,Advanced,Lists,Basic,Medium,1,174,3,1,33
6094,4,CSE,ProblemSolving,Pandas,Intermediate,Easy,1,151,1,0,34
5356,4,Civil,DS_AI,Classes,EdgeCases,Hard,1,198,2,1,69
9084,1,ECE,Functions,Functions,Basic,Medium,0,163,1,1,87
5575,1,CSE,Control,Lists,Basic,Hard,0,287,3,0,61
13325,2,Mechanical,DS_AI,Variables,EdgeCases,Medium,1,20,2,0,91
2258,1,Civil,ProblemSolving,Classes,EdgeCases,Medium,1,94,1,0,95
13412,1,Mechanical,OOP,Loops,EdgeCases,Medium,1,192,1,0,12
15234,3,Civil,Functions,Loops,EdgeCases,Easy,1,28,3,0,20
15888,3,Civil,Functions,Variables,Basic,Hard,1,156,1,1,59
19622,1,Mechanical,OOP,Loops,EdgeCases,Easy,0,136,2,0,78
2006,3,CSE,ProblemSolving,Loops,EdgeCases,Medium,0,135,1,0,26
18401,1,Mechanical,Functions,Variables,EdgeCases,Medium,0,248,1,0,40
10861,4,Mechanical,OOP,Arrays,EdgeCases,Medium,1,274,2,0,35
10071,4,Mechanical,DS_AI,Functions,Basic,Medium,1,50,1,0,88
9389,4,ECE,Advanced,Variables,Basic,Hard,1,148,3,1,68
18157,3,Civil,Advanced,Loops,EdgeCases,Hard,1,125,1,1,16
18136,2,ECE,OOP,Arrays,Intermediate,Hard,1,90,3,0,69
14610,2,CSE,DS,Lists,Basic,Easy,1,56,3,0,61
16364,4,ECE,ProblemSolving,Pandas,Intermediate,Easy,0,87,3,0,82
19605,1,CSE,Control,Classes,EdgeCases,Hard,1,82,2,1,66
16924,1,CSE,Advanced,Files,Intermediate,Easy,0,51,3,0,81
14824,1,CSE,OOP,Loops,Basic,Medium,0,121,1,0,62
17846,3,ECE,Control,Arrays,EdgeCases,Hard,0,97,3,0,90
8548,1,CSE,DS_AI,Classes,EdgeCases,Medium,0,238,2,0,61
11516,4,CSE,Basics,Lists,Intermediate,Easy,1,53,1,1,34
235,3,CSE,DS_AI,Pandas,Basic,Medium,0,25,2,0,9
14563,2,Civil,Functions,Files,Intermediate,Easy,1,18,2,1,70
17933,2,Civil,Basics,Pandas,Basic,Medium,0,98,2,0,86
7481,2,Mechanical,Control,Classes,Basic,Easy,0,179,2,0,79
4214,3,Mechanical,Basics,Files,Intermediate,Easy,1,173,2,0,60
10294,3,ECE,ProblemSolving,Arrays,Intermediate,Hard,1,79,2,0,91
1674,2,Civil,DS,Arrays,Basic,Medium,0,116,3,0,62
2101,3,ECE,Basics,Functions,Basic,Easy,1,178,2,0,78
11850,3,Mechanical,Control,Loops,Intermediate,Medium,1,103,3,0,14
19558,1,Civil,Functions,Classes,EdgeCases,Easy,1,203,3,0,92
18200,3,Mechanical,DS_AI,Arrays,Basic,Hard,1,105,1,1,92
3842,4,ECE,Basics,Functions,EdgeCases,Medium,1,79,3,0,61
10198,3,Mechanical,DS,Files,Intermediate,Easy,1,85,1,0,5
8017,1,CSE,OOP,Pandas,Basic,Hard,1,32,2,1,98
7012,2,ECE,Control,Lists,Intermediate,Medium,0,79,2,0,81
4494,2,CSE,DS,Arrays,Intermediate,Easy,1,25,3,0,81
17059,1,CSE,DS_AI,Pandas,Intermediate,Medium,1,228,1,0,1
8579,2,Civil,Functions,Variables,Intermediate,Hard,0,95,3,0,5
2159,2,CSE,Basics,Functions,Intermediate,Medium,0,26,2,1,18
