Student_ID,College_Tier,Department,CGPA,Gender,Attendance_%,Sessions_Attended,Login_Frequency,Time_Spent_Hours,Active_Days,Videos_Watched,Video_Completion_%,Quizzes_Attempted,Quiz_Score,Doubts_Raised,Doubts_Resolved,Hackathons,Workshops,Placement_Status
11664,2,CSE,7.05,Male,91,30,1,2,6,128,67,46,93,14,11,1,8,1
11665,4,Mechanical,9.41,Female,61,118,6,33,1,51,70,17,72,15,7,4,2,1
11666,1,Civil,5.47,Male,70,185,4,6,6,168,78,34,53,15,7,2,7,1
11667,2,Mechanical,5.72,Female,53,12,3,9,1,116,88,13,72,11,5,0,8,1
11668,3,Civil,9.77,Male,49,33,4,19,6,56,42,44,93,6,15,2,1,0
11669,4,Civil,7.83,Female,84,175,2,33,6,187,85,13,95,1,7,4,7,0
11670,2,Mechanical,5.8,Male,94,37,5,6,3,175,99,29,96,15,2,0,7,0
11671,1,Mechanical,9.75,Male,75,95,3,6,6,167,38,44,74,9,14,3,8,1
11672,2,CSE,9.87,Male,90,135,1,15,3,37,38,45,69,19,13,3,2,0
11673,4,Mechanical,9.41,Male,72,18,5,23,6,84,96,49,75,15,14,0,7,1
11674,1,Civil,6.19,Female,96,159,1,22,3,75,87,44,74,5,8,3,9,0
11675,4,ECE,6.39,Female,80,194,3,25,6,147,58,45,53,5,7,2,4,1
11676,2,Mechanical,7.03,Female,41,52,3,29,6,70,35,41,91,11,12,4,7,0
11677,3,Mechanical,7.9,Female,54,136,4,25,6,150,70,9,45,2,4,2,4,0
11678,3,Civil,9.96,Male,51,120,4,17,3,132,95,16,79,8,16,2,0,1
11679,2,ECE,9.78,Male,47,38,5,29,5,85,72,23,51,12,5,2,5,1
11680,2,CSE,9.61,Female,80,21,1,17,2,115,71,40,82,9,3,1,3,1
11681,2,ECE,5.45,Female,77,99,4,31,1,137,37,5,85,8,10,3,7,0
11682,1,Civil,8.79,Male,57,22,6,37,6,177,68,32,54,17,3,0,4,0
11683,4,Civil,9.38,Male,52,98,1,28,6,40,68,16,96,7,19,0,0,1
11684,4,Civil,6.67,Male,66,56,4,32,2,52,54,11,51,17,9,4,1,1
11685,4,Civil,6.1,Male,67,114,6,17,6,176,75,46,70,15,11,2,1,1
11686,2,ECE,8.74,Male,42,19,6,24,1,71,57,8,83,17,2,3,5,1
11687,4,ECE,5.45,Male,83,184,3,5,5,190,35,30,48,13,16,4,7,0
11688,2,ECE,9.7,Female,69,136,6,9,2,188,54,5,89,10,12,3,5,1
11689,1,Mechanical,5.78,Male,64,19,4,13,6,145,37,14,55,0,13,1,9,1
11690,3,Civil,7.29,Male,76,133,2,39,6,195,32,23,66,2,7,2,4,1
11691,2,Mechanical,9.91,Female,66,102,4,5,6,156,91,6,81,17,0,1,8,0
11692,2,Mechanical,9.94,Male,54,144,5,4,5,97,90,5,40,0,13,1,1,0
11693,3,Mechanical,8.88,Female,91,167,3,8,1,45,36,21,42,15,3,1,6,1
11694,3,CSE,9.2,Male,77,181,2,8,3,198,91,19,56,2,16,4,7,1
11695,1,Mechanical,9.84,Male,89,143,5,3,3,10,98,44,90,3,19,3,2,0
11696,4,Civil,9.64,Female,95,90,4,5,1,20,87,34,80,3,6,1,3,0
11697,2,Mechanical,8.11,Female,50,37,5,38,6,91,71,15,89,0,3,3,9,1
11698,4,Civil,8.67,Male,71,120,1,21,4,174,45,31,88,11,6,4,7,0
11699,2,CSE,7.97,Male,46,177,1,21,4,151,78,14,83,8,4,0,0,0
11700,1,ECE,7.53,Female,56,124,6,18,5,122,89,7,75,17,11,2,5,1
11701,3,Civil,9.4,Female,48,48,6,9,4,58,74,25,90,0,0,1,6,0
11702,1,Mechanical,8.69,Male,78,192,6,27,4,139,35,11,62,9,3,0,2,0
11703,3,Civil,9.3,Female,69,99,5,39,1,196,99,40,41,0,14,0,4,1
11704,4,Mechanical,5.48,Male,89,94,6,36,2,49,45,11,96,13,11,2,9,1
11705,4,ECE,7.88,Female,73,70,1,10,3,31,87,19,66,18,8,1,9,0
11706,1,Civil,6.65,Female,42,43,3,37,5,111,68,26,61,15,10,4,8,0
11707,3,Mechanical,7.57,Male,97,165,3,21,1,96,36,15,96,0,8,1,2,1
11708,1,Civil,8.06,Female,82,23,3,25,5,15,99,35,49,10,15,1,2,1
11709,3,ECE,9.23,Female,85,160,2,7,2,109,44,35,45,18,17,0,3,1
11710,3,ECE,5.16,Male,86,156,5,35,4,167,62,35,43,14,1,4,1,0
11711,4,ECE,5.82,Female,68,37,5,15,4,168,88,23,93,0,17,1,7,1
11712,4,Civil,9.61,Female,43,171,1,39,5,68,35,32,87,12,3,2,7,1
11713,3,Civil,9.84,Male,97,199,1,18,3,62,64,40,71,17,12,3,7,1
11714,3,Mechanical,5.28,Male,63,171,6,9,3,32,59,17,71,6,8,2,2,1
11715,3,ECE,6.66,Male,85,123,1,19,1,169,49,13,97,6,17,1,4,1
11716,4,Mechanical,5.05,Female,68,181,4,2,4,68,48,31,54,13,19,2,1,0
11717,4,Civil,8.79,Female,57,136,1,15,2,31,60,13,42,12,2,4,0,0
11718,2,CSE,8.41,Female,84,40,5,7,5,110,71,34,59,5,7,1,5,1
11719,3,ECE,7.82,Male,76,33,4,11,5,158,70,23,62,15,8,3,7,1
11720,2,Mechanical,8.46,Female,98,65,4,1,3,113,87,26,87,5,9,4,7,1
11721,3,ECE,7.69,Female,78,119,4,1,4,111,72,34,52,2,2,4,8,0
11722,4,Mechanical,6.19,Female,56,72,1,17,1,159,42,5,57,0,19,1,2,1
11723,2,Mechanical,8.77,Female,78,104,3,20,5,91,67,17,77,18,11,1,1,0
11724,2,CSE,8.92,Male,92,163,3,24,5,153,55,49,85,15,6,4,5,0
11725,1,Civil,9.27,Female,42,35,1,10,3,64,49,28,76,5,19,4,0,1
11726,3,ECE,9.77,Female,54,52,3,14,2,96,32,45,62,5,5,0,3,1
11727,4,Civil,8.74,Female,49,79,2,17,5,115,95,41,88,16,18,3,0,0
11728,1,Mechanical,5.27,Female,89,14,5,25,2,64,65,15,91,9,3,4,6,1
11729,1,Civil,5.1,Female,65,43,4,3,6,176,60,22,90,10,8,1,8,1
11730,3,CSE,8.7,Male,79,176,2,27,3,130,53,46,50,18,11,4,7,1
11731,1,Civil,5.28,Male,54,113,4,28,4,68,94,44,67,18,5,0,1,1
11732,3,Mechanical,6.58,Female,75,41,2,13,2,38,60,15,84,11,18,3,9,0
11733,1,Mechanical,5.68,Male,51,142,2,35,6,14,78,35,82,10,10,0,6,0
11734,3,CSE,9.84,Female,67,83,6,37,1,197,55,14,69,17,9,0,7,0
11735,4,ECE,6.58,Male,57,191,1,4,4,113,38,13,52,10,7,3,4,0
11736,3,CSE,5.28,Female,97,187,3,36,2,77,58,35,94,6,14,2,4,1
11737,3,ECE,9.75,Female,91,74,4,9,5,170,60,24,59,13,4,2,6,1
11738,2,Mechanical,8.04,Male,42,105,1,18,5,99,74,18,57,11,16,3,6,1
11739,4,Civil,5.18,Male,65,54,1,14,6,197,36,44,74,7,19,4,6,1
11740,4,Mechanical,9.17,Male,97,157,1,18,3,64,68,38,70,14,16,2,3,1
11741,4,CSE,5.76,Female,66,27,2,13,4,141,51,39,79,8,2,4,2,1
11742,1,CSE,9.01,Male,88,195,2,30,6,150,35,38,51,14,18,2,5,0
11743,2,Civil,8.01,Male,55,198,3,23,4,166,94,8,83,14,10,1,8,0
11744,4,CSE,5.89,Male,96,65,5,29,4,169,52,20,95,11,9,4,0,1
11745,1,Mechanical,8.76,Female,85,123,6,23,6,48,83,42,57,0,3,1,6,1
11746,1,Civil,7.27,Female,59,120,2,34,6,174,48,13,43,17,16,4,0,1
11747,1,ECE,8.19,Female,66,15,3,5,4,157,57,41,46,13,10,4,1,0
11748,2,CSE,9.35,Male,58,104,6,31,5,101,89,45,97,0,17,4,8,0
11749,1,ECE,6.3,Female,99,116,5,30,6,45,30,43,92,5,8,1,5,1
11750,2,Civil,6.83,Female,43,116,5,18,1,108,32,33,72,15,3,2,3,1
11751,3,CSE,9.99,Male,78,186,4,4,1,144,95,44,87,14,1,4,6,1
11752,1,Civil,7.54,Male,81,41,1,16,6,142,50,44,46,16,9,3,4,0
11753,4,CSE,7.79,Male,88,109,1,35,1,85,48,19,85,10,14,2,9,1
11754,1,CSE,6.43,Female,78,45,4,34,4,131,31,29,58,15,14,2,8,1
11755,3,CSE,7.08,Female,90,69,1,8,2,81,71,13,93,8,11,2,7,0
11756,3,Civil,7.51,Female,98,18,4,17,3,50,46,32,54,7,3,0,7,1
11757,1,Civil,6.29,Male,76,36,2,5,3,196,93,30,41,1,12,4,2,1
11758,3,Mechanical,6.19,Male,97,69,4,30,6,48,54,15,99,18,4,3,7,1
11759,2,Mechanical,8.0,Male,72,40,3,29,1,101,89,24,77,14,18,3,5,1
11760,2,Civil,5.92,Female,40,152,1,19,6,95,77,8,99,18,18,0,2,0
11761,1,Civil,7.77,Male,41,54,5,37,3,95,64,40,54,4,15,3,3,1
11762,2,CSE,8.53,Female,86,56,4,18,6,124,38,19,96,3,16,3,2,1
11763,2,Mechanical,5.99,Female,96,81,3,12,4,18,89,49,69,4,11,1,3,1
11764,4,Mechanical,8.73,Female,83,149,6,21,1,156,62,49,95,13,10,0,8,0
11765,1,Civil,6.8,Male,71,69,1,37,4,41,43,28,85,15,8,3,4,1
11766,3,Mechanical,9.96,Male,97,97,3,37,6,156,67,37,63,1,0,3,4,0
11767,1,Civil,9.9,Male,85,167,6,24,6,154,73,15,74,7,7,4,2,0
11768,2,Mechanical,8.99,Female,64,156,5,25,6,131,87,33,60,19,5,0,6,0
11769,4,ECE,6.71,Male,91,160,2,11,1,135,39,6,43,2,16,1,5,0
11770,1,ECE,9.69,Female,54,129,1,18,4,56,60,13,89,10,17,1,1,1
11771,1,Mechanical,9.99,Male,77,117,5,6,3,177,82,31,48,10,18,2,8,0
11772,2,Civil,7.31,Male,95,88,1,20,2,185,93,24,71,10,19,0,1,0
11773,2,ECE,8.07,Male,88,11,2,12,3,191,88,38,54,2,14,4,2,1
11774,1,CSE,5.03,Male,73,39,1,1,6,159,83,32,86,16,10,3,5,0
11775,2,Civil,5.22,Female,90,42,4,17,1,120,82,21,64,17,11,2,5,0
11776,2,ECE,7.5,Female,53,182,3,20,4,117,84,16,83,5,12,3,2,1
11777,2,CSE,8.05,Female,84,35,6,23,3,192,44,10,63,10,15,4,8,0
11778,2,ECE,6.56,Female,74,57,3,21,5,161,93,42,96,18,12,2,9,1
11779,2,ECE,5.5,Female,81,146,1,30,2,82,46,34,44,2,17,2,2,1
11780,4,CSE,8.91,Female,78,76,3,1,6,118,39,35,84,15,2,3,3,1
11781,2,CSE,7.09,Female,48,139,2,3,5,177,58,5,49,6,0,1,1,1
11782,3,Mechanical,8.24,Female,77,178,6,26,2,57,97,17,44,11,11,3,7,1
11783,1,ECE,8.25,Female,86,34,1,16,2,185,47,34,57,15,14,2,5,0
11784,4,CSE,7.73,Male,70,52,1,7,5,155,53,37,57,12,11,1,4,1
11785,4,Mechanical,5.89,Male,94,31,3,6,6,67,66,28,61,9,6,4,2,1
11786,2,CSE,8.08,Male,55,86,3,7,4,70,55,45,76,3,6,3,7,0
11787,1,Mechanical,6.61,Female,80,88,1,10,3,127,38,37,96,9,15,0,6,1
11788,3,Mechanical,9.1,Female,97,132,2,13,1,48,91,43,45,19,17,3,4,0
11789,2,CSE,5.97,Male,73,167,2,8,2,120,32,38,78,9,1,3,6,1
11790,1,CSE,6.46,Female,62,133,6,17,6,166,73,41,60,1,1,4,0,0
11791,2,ECE,7.2,Female,92,167,3,10,1,28,88,15,77,7,9,4,1,0
11792,2,ECE,8.7,Male,57,43,4,37,6,61,93,46,55,18,0,3,9,0
11793,2,Mechanical,8.6,Male,49,187,1,13,6,112,41,46,50,14,6,3,3,1
11794,2,CSE,6.69,Female,48,69,6,32,6,116,68,39,58,11,16,1,6,1
11795,2,ECE,7.55,Female,92,141,1,20,3,43,52,26,76,14,15,4,2,1
11796,2,Mechanical,6.17,Female,88,101,1,21,1,186,89,41,74,14,7,3,0,1
11797,2,ECE,8.85,Male,60,10,2,10,1,185,64,32,55,1,16,4,7,1
11798,3,Mechanical,5.98,Male,58,24,4,18,5,151,57,29,97,6,12,1,9,1
11799,4,ECE,9.1,Female,50,138,4,21,3,68,39,18,53,5,15,0,9,0
11800,3,CSE,9.68,Male,46,80,1,12,5,115,49,38,59,3,6,3,7,1
11801,2,Civil,9.96,Female,43,15,5,21,2,149,43,37,48,6,17,3,7,0
11802,2,Civil,9.28,Female,57,103,1,31,5,65,99,43,61,15,13,4,3,1
11803,3,Mechanical,6.11,Male,85,93,6,16,1,176,69,23,91,5,11,4,5,0
11804,3,Civil,7.08,Female,56,86,6,11,4,31,96,14,71,4,15,3,9,1
11805,4,Civil,5.44,Male,68,170,1,26,6,77,41,34,74,16,4,2,0,1
11806,3,Mechanical,5.82,Female,67,151,2,1,2,94,39,46,40,7,4,3,7,0
11807,4,Civil,5.25,Female,74,19,6,12,2,146,91,49,84,15,13,3,5,1
11808,2,ECE,8.21,Male,67,51,2,25,5,45,62,49,43,19,17,2,6,0
11809,1,ECE,7.67,Female,80,167,5,20,1,134,36,16,44,9,9,1,9,1
11810,1,ECE,9.59,Male,43,11,6,38,5,50,54,16,89,17,0,3,9,1
11811,1,CSE,7.32,Female,51,139,5,19,3,171,96,24,61,17,4,3,5,1
11812,1,ECE,8.21,Male,66,98,6,38,6,46,66,15,94,12,16,3,5,1
11813,2,Civil,7.01,Female,69,138,4,11,1,139,39,39,78,4,10,3,4,1
11814,1,Civil,9.15,Female,91,39,6,29,4,36,38,41,93,10,2,4,5,1
11815,3,ECE,9.63,Male,43,103,3,1,4,148,61,46,74,5,9,2,8,0
11816,3,CSE,7.16,Female,76,133,5,37,5,153,63,45,72,19,8,1,3,0
11817,1,ECE,5.41,Female,86,151,3,39,4,138,61,47,85,10,19,1,3,1
11818,3,CSE,5.82,Male,50,64,2,17,1,155,41,41,54,7,16,2,1,1
11819,4,CSE,8.6,Male,40,60,5,30,1,94,31,11,84,19,18,0,5,0
11820,2,ECE,6.63,Female,97,38,5,12,5,140,96,31,42,13,18,3,6,0
11821,1,CSE,8.93,Female,88,106,5,3,2,16,84,23,97,19,16,0,8,0
11822,1,Civil,8.75,Male,66,33,3,12,1,135,54,37,75,8,17,4,1,1
11823,2,ECE,8.47,Male,75,143,6,30,2,49,81,6,93,19,18,1,6,1
11824,3,Civil,9.07,Female,82,33,2,3,1,46,72,28,80,19,6,2,5,1
11825,2,CSE,8.78,Female,97,21,6,9,4,30,64,33,71,2,18,1,0,1
11826,2,Mechanical,8.16,Male,53,179,3,17,2,167,57,40,94,5,8,0,7,1
11827,3,ECE,5.02,Male,62,24,1,30,5,79,32,25,43,13,1,1,3,1
11828,2,Mechanical,7.58,Male,65,161,6,31,3,111,52,43,97,16,19,4,8,1
11829,3,Mechanical,7.98,Female,54,138,4,5,2,79,77,29,93,7,13,2,1,1
11830,3,Mechanical,9.8,Female,42,70,3,14,1,131,39,39,95,1,2,0,7,1
11831,2,Mechanical,8.25,Female,70,171,3,11,3,109,75,41,54,13,1,0,6,1
11832,4,Civil,7.88,Male,83,156,5,20,6,106,71,43,51,17,19,3,2,1
11833,3,ECE,7.71,Female,63,177,4,4,3,29,96,25,44,4,5,2,9,1
11834,2,Civil,5.52,Female,89,152,6,3,5,83,68,5,98,11,15,4,9,0
11835,3,CSE,7.14,Female,94,125,1,31,4,70,56,37,95,3,19,3,7,1
11836,4,ECE,5.67,Female,72,66,4,3,4,14,69,22,64,7,16,3,4,1
11837,4,ECE,5.26,Male,98,197,2,18,2,139,82,41,94,8,19,1,2,1
11838,1,Civil,6.65,Male,66,24,2,38,1,34,86,22,86,14,19,2,3,1
11839,3,CSE,8.23,Female,64,185,4,39,1,77,96,43,65,6,12,4,6,0
11840,3,Mechanical,9.33,Male,78,155,3,13,6,192,39,23,71,14,12,2,7,0
11841,2,CSE,9.05,Male,55,162,4,16,3,41,77,10,97,5,6,3,7,0
11842,3,Civil,6.47,Male,45,182,3,8,4,186,58,39,86,5,11,1,3,1
11843,1,Civil,5.23,Female,49,196,6,36,1,102,44,26,66,11,1,1,8,0
11844,4,Civil,7.01,Male,65,45,4,39,2,117,52,7,65,1,13,1,6,0
11845,4,Mechanical,6.57,Female,45,165,4,32,5,122,47,12,98,17,19,2,2,1
11846,1,ECE,6.86,Female,96,135,3,35,5,14,62,40,69,5,10,0,8,1
11847,3,CSE,7.8,Female,60,183,4,36,4,147,58,12,52,16,14,3,6,1
11848,3,CSE,5.15,Male,81,197,2,17,1,107,35,23,58,11,15,1,0,1
11849,1,Mechanical,6.85,Male,61,15,1,20,1,36,63,47,63,15,16,4,0,1
11850,2,Civil,7.79,Female,86,22,4,1,4,73,92,20,44,1,13,3,0,0
11851,4,CSE,7.15,Female,48,139,3,38,5,12,82,29,80,15,5,4,8,1
11852,1,ECE,8.34,Male,79,186,2,26,1,99,86,40,42,18,9,4,9,1
11853,1,CSE,5.93,Female,86,79,6,6,3,32,59,7,76,14,8,1,3,1
11854,3,Civil,5.77,Female,58,35,2,27,5,126,85,16,58,16,13,2,0,1
11855,4,CSE,6.54,Female,77,157,4,25,2,84,64,45,68,15,12,3,9,1
11856,3,Civil,5.51,Male,67,35,5,38,5,117,87,6,42,13,5,4,8,1
11857,1,ECE,6.18,Male,52,20,2,20,1,181,58,31,54,11,16,3,7,1
11858,2,Mechanical,5.43,Female,91,147,3,30,1,199,82,8,80,12,16,4,5,1
11859,4,Civil,7.01,Male,62,49,6,27,3,55,70,45,75,12,16,2,6,0
11860,1,Civil,8.56,Female,68,131,2,8,2,93,65,29,85,7,15,1,6,1
11861,1,CSE,6.43,Female,51,193,5,24,2,40,45,28,46,12,5,2,1,1
11862,2,Mechanical,5.02,Female,63,185,3,28,2,109,57,16,62,14,8,4,7,1
11863,1,Civil,7.79,Female,63,118,6,22,5,33,93,17,98,16,10,4,4,0
11864,1,CSE,8.46,Female,44,100,5,7,4,91,41,37,54,19,10,2,6,0
11865,4,ECE,6.96,Female,84,37,2,32,4,36,98,24,40,1,1,2,9,1
11866,4,Mechanical,6.48,Female,48,30,5,11,1,101,51,20,74,3,8,0,2,0
11867,4,CSE,7.45,Female,85,152,1,1,2,24,74,21,48,3,7,3,7,1
11868,3,Mechanical,5.51,Male,72,36,4,2,5,72,34,26,62,8,16,3,2,0
11869,2,Civil,8.22,Female,74,81,6,26,5,127,79,10,63,6,8,2,2,0
11870,4,CSE,8.67,Male,58,70,4,22,1,96,72,10,84,19,3,0,6,1
11871,3,ECE,8.52,Male,67,49,6,17,6,194,98,22,57,6,10,4,0,1
11872,3,ECE,6.64,Male,96,185,1,3,4,121,68,31,53,16,14,2,0,1
11873,2,CSE,9.21,Female,40,174,5,37,6,60,44,5,69,8,17,4,5,1
11874,2,CSE,9.73,Female,88,170,1,4,6,145,40,34,98,9,14,1,4,0
11875,1,Mechanical,6.49,Male,82,153,3,9,6,51,72,32,46,6,19,4,2,0
11876,3,CSE,6.31,Female,97,121,1,22,5,96,69,48,58,5,13,4,7,1
11877,4,Mechanical,8.52,Female,79,175,2,24,1,111,54,32,65,18,9,3,7,1
11878,2,Civil,8.54,Male,77,123,3,20,4,142,65,10,79,9,9,0,6,1
11879,3,CSE,7.55,Male,67,125,1,32,1,142,59,32,53,9,3,2,7,1
11880,4,Civil,9.62,Male,50,48,1,23,3,69,35,6,47,13,5,4,3,1
11881,3,ECE,5.73,Male,60,160,6,1,4,154,32,17,88,18,10,1,8,0
11882,2,Mechanical,7.39,Male,59,195,1,27,5,149,48,21,69,5,7,3,7,1
11883,1,Mechanical,5.18,Female,46,108,6,30,2,191,93,25,53,6,3,4,0,0
11884,3,ECE,5.26,Male,40,82,5,17,1,75,63,48,64,4,1,4,0,1
11885,4,Civil,5.27,Male,91,86,2,2,2,17,76,35,81,12,8,0,3,1
11886,2,Mechanical,7.46,Male,88,104,1,39,3,62,33,45,94,2,3,4,7,1
11887,1,ECE,7.94,Male,60,117,6,4,2,124,35,24,85,19,11,0,5,1
11888,4,ECE,5.02,Female,46,120,5,29,5,34,58,45,97,6,19,4,3,0
11889,4,ECE,8.16,Female,55,112,4,23,1,108,63,11,42,15,2,0,9,1
11890,4,CSE,7.45,Male,93,112,2,21,2,157,98,27,87,9,4,3,9,1
11891,3,Civil,6.12,Male,50,57,5,23,6,108,71,24,74,0,1,3,3,1
11892,2,ECE,5.08,Female,91,174,2,23,1,65,68,6,76,14,8,1,0,0
11893,4,Civil,5.78,Female,61,98,5,11,3,94,39,10,96,18,0,0,8,1
11894,3,Mechanical,8.0,Female,53,72,6,1,4,70,65,8,62,6,12,1,2,0
11895,2,CSE,8.29,Female,77,70,6,23,4,154,46,20,83,3,18,1,5,1
11896,2,ECE,8.24,Female,41,158,3,34,5,78,56,28,60,13,5,0,6,1
11897,3,ECE,5.77,Male,59,187,1,27,2,14,66,44,79,15,13,3,0,1
11898,3,ECE,9.56,Male,43,172,2,22,3,21,31,33,88,1,8,3,0,1
11899,4,Mechanical,7.05,Female,69,135,3,19,2,196,59,15,69,0,11,2,3,1
11900,2,CSE,8.84,Female,77,33,1,38,3,124,89,28,66,7,7,1,1,0
11901,1,Civil,5.83,Female,81,98,3,34,2,45,63,41,65,8,19,3,0,0
11902,3,Civil,7.35,Male,67,166,4,27,4,62,82,45,88,13,15,4,6,1
11903,2,Civil,7.61,Male,60,191,6,38,5,190,51,37,71,7,4,3,3,0
11904,2,Civil,8.85,Male,51,133,3,36,3,43,97,28,76,19,16,3,6,1
11905,4,Civil,8.11,Male,72,61,6,6,5,69,46,47,43,13,6,4,0,1
11906,1,Civil,7.0,Female,94,29,6,29,6,42,63,16,69,1,2,2,3,0
11907,4,Civil,6.41,Male,42,156,5,22,4,103,84,28,59,2,5,4,7,1
11908,1,CSE,9.86,Male,98,179,6,10,4,124,89,20,87,19,18,3,4,1
11909,1,CSE,6.42,Female,74,15,3,21,2,52,42,18,72,7,16,0,3,0
11910,3,Mechanical,5.65,Female,58,48,6,29,3,132,88,28,67,4,5,3,9,1
11911,2,ECE,6.5,Male,40,166,5,36,1,105,68,25,74,9,2,2,3,0
11912,2,CSE,6.63,Male,72,43,1,9,5,198,77,6,46,1,4,1,9,0
11913,2,ECE,5.64,Female,79,55,2,25,3,27,76,35,98,15,11,3,5,1
11914,1,Mechanical,8.54,Female,69,78,3,19,2,159,72,26,77,11,12,0,7,1
11915,2,CSE,8.1,Female,40,94,2,19,3,19,85,48,50,16,17,4,0,1
11916,3,Mechanical,6.58,Female,43,127,2,26,1,117,89,10,90,5,13,1,4,1
11917,1,CSE,9.97,Female,83,122,6,27,4,138,91,48,46,6,5,1,7,1
11918,1,CSE,8.28,Female,43,47,1,6,4,189,73,36,40,15,11,0,6,1
11919,1,Civil,8.52,Male,50,172,4,33,6,140,48,22,81,6,12,0,1,0
11920,1,ECE,7.79,Female,98,70,6,39,5,70,36,15,87,10,7,2,5,1
11921,3,Mechanical,7.76,Female,43,45,1,38,2,39,63,38,90,2,14,2,8,1
11922,2,Civil,5.1,Female,82,121,6,1,2,92,68,15,45,18,4,4,7,1
11923,3,CSE,8.85,Male,55,186,4,22,2,50,54,42,68,11,19,2,5,1
11924,2,CSE,9.55,Male,56,42,2,36,5,138,94,8,56,6,4,1,4,1
11925,3,Mechanical,5.61,Female,71,51,5,7,2,179,68,26,89,0,7,3,9,1
11926,4,ECE,8.98,Female,60,99,1,23,2,135,53,7,95,17,0,1,7,1
11927,4,Mechanical,7.67,Female,80,86,5,3,6,164,96,26,79,1,3,3,4,1
11928,4,CSE,6.43,Female,73,25,4,10,5,90,70,43,93,17,13,3,0,1
11929,4,Civil,9.6,Female,79,20,5,19,6,110,62,13,67,7,18,2,0,1
11930,1,Mechanical,5.09,Male,40,56,2,14,5,103,95,37,78,10,16,2,7,1
11931,1,Civil,6.37,Male,59,84,1,12,3,181,75,18,56,15,4,4,4,1
11932,3,ECE,9.43,Female,62,126,6,1,2,189,73,9,54,8,17,4,5,0
11933,3,ECE,7.41,Male,47,33,5,2,1,198,56,15,50,8,18,0,7,1
11934,4,Civil,7.99,Male,53,12,5,21,4,146,99,39,72,10,10,3,7,1
11935,2,ECE,8.75,Male,78,59,1,29,3,30,30,13,84,13,13,0,7,1
11936,4,Civil,5.74,Male,86,37,5,10,1,190,65,43,55,12,5,4,0,0
11937,3,Civil,6.08,Female,48,74,6,2,2,133,51,33,86,1,16,0,3,1
11938,4,Civil,9.99,Male,49,166,2,12,2,166,78,8,87,9,16,1,0,0
11939,3,ECE,6.19,Female,89,52,2,14,1,142,37,35,74,4,16,0,4,1
11940,4,Civil,7.7,Male,79,173,5,15,5,102,90,47,84,6,7,3,5,1
11941,2,ECE,6.49,Male,48,20,3,14,6,144,54,40,99,17,9,0,8,1
11942,4,Civil,9.26,Male,85,149,4,15,5,67,38,21,69,17,13,0,0,1
11943,2,Civil,9.81,Male,75,152,4,28,6,105,74,12,59,5,0,4,7,1
11944,2,ECE,5.71,Female,60,24,4,18,4,193,50,31,93,5,18,2,3,1
11945,3,Civil,8.0,Male,80,39,1,15,6,98,34,14,75,9,3,1,3,1
11946,2,Civil,9.06,Female,98,89,5,25,6,89,63,49,55,15,7,3,8,0
11947,1,ECE,9.12,Male,55,190,2,9,1,80,38,31,41,3,18,0,8,1
11948,1,CSE,7.2,Female,62,76,3,23,4,24,39,31,93,13,11,0,4,0
11949,1,Mechanical,6.13,Female,74,38,2,29,2,31,83,21,80,11,19,4,5,0
11950,3,ECE,6.94,Male,68,193,6,38,2,105,60,48,85,19,10,0,0,0
11951,1,Civil,8.76,Female,99,142,3,38,3,47,44,39,41,6,12,4,3,1
11952,3,Mechanical,9.97,Female,58,125,1,22,5,20,64,5,54,14,17,1,3,1
11953,3,Mechanical,7.77,Female,70,62,6,28,1,149,83,22,62,17,16,3,0,0
11954,1,Civil,5.98,Male,70,106,2,17,1,50,68,23,74,16,4,0,8,0
11955,2,Civil,5.21,Female,56,149,5,14,2,10,71,47,52,7,12,4,7,0
11956,4,CSE,9.72,Female,65,56,6,31,5,116,94,6,98,1,3,1,4,1
11957,3,Civil,7.42,Female,92,44,5,11,3,152,99,12,55,15,16,1,9,1
11958,1,Mechanical,8.58,Male,56,159,5,4,5,193,96,39,82,17,6,1,9,1
11959,3,Civil,8.3,Male,99,63,2,30,2,128,84,46,64,15,5,4,6,1
11960,2,Mechanical,9.45,Male,50,135,3,27,1,65,36,48,84,3,17,1,9,0
11961,2,ECE,6.33,Male,52,80,3,33,2,71,66,16,84,10,1,0,1,0
11962,1,ECE,7.21,Male,42,39,3,29,6,90,87,31,63,4,5,2,5,0
11963,3,Mechanical,9.57,Female,57,33,4,38,3,198,71,43,60,17,7,2,5,0
11964,4,ECE,7.93,Female,97,53,4,20,6,151,51,29,94,0,11,1,7,1
11965,4,CSE,5.36,Female,92,123,6,33,5,121,56,19,67,11,10,4,0,1
11966,3,Mechanical,5.97,Male,99,128,4,7,1,48,79,28,84,13,17,0,3,1
11967,3,Mechanical,6.19,Female,85,143,2,15,2,55,30,34,88,12,10,3,2,1
11968,3,Civil,9.97,Female,93,179,3,2,4,45,87,41,56,10,10,1,6,0
11969,1,CSE,6.12,Male,76,133,5,8,5,111,74,5,48,14,9,0,3,1
11970,2,Civil,9.35,Male,68,111,6,12,2,12,47,11,72,11,3,3,2,1
11971,4,CSE,5.39,Male,67,198,6,3,1,181,63,24,77,9,13,2,8,0
11972,1,CSE,5.91,Male,65,98,1,5,1,36,36,46,66,13,13,4,4,0
11973,3,CSE,9.36,Male,74,43,1,3,1,102,35,38,44,16,5,0,4,0
11974,3,Mechanical,9.49,Male,95,46,6,20,1,57,50,48,69,1,15,2,0,0
