Lead_ID,College_Tier,Department,CGPA,Family_Income,Stage_Dropped,Time_to_First_Call,Followups,Call_Duration,Understands_Stipend,Understands_Experience,Primary_Concern,Trust_Score
L1674,3,Mechanical,7.09,<3L,Before Counselling,33,4,7,Yes,Yes,Fee,2
L1675,2,Mechanical,6.06,10L+,After Counselling,23,3,11,No,Yes,Job,8
L1676,1,CSE,7.61,<3L,Before Counselling,1,4,3,Yes,Yes,Time,5
L1677,2,ECE,8.24,<3L,After Counselling,44,3,6,Yes,No,Fee,8
L1678,1,Civil,6.58,<3L,After Understanding,40,2,20,No,No,Difficulty,5
L1679,3,Mechanical,8.57,10L+,After Counselling,21,1,3,No,No,Job,3
L1680,2,Mechanical,9.88,3-6L,After Counselling,5,1,23,No,No,Job,3
L1681,4,IT,9.48,3-6L,After Application,35,4,2,Yes,No,Difficulty,6
L1682,3,Mechanical,6.46,3-6L,Before Counselling,18,0,9,No,No,Time,7
L1683,4,IT,6.63,6-10L,After Application,38,2,16,No,Yes,Fee,7
L1684,1,IT,6.86,3-6L,After Application,36,3,7,No,No,Difficulty,3
L1685,4,ECE,6.97,3-6L,After Application,47,2,5,No,No,Time,2
L1686,4,CSE,5.5,6-10L,After Application,29,4,13,No,Yes,Fee,5
L1687,2,IT,8.81,6-10L,After Application,26,1,17,No,Yes,Time,3
L1688,3,IT,6.83,<3L,Before Counselling,36,3,22,No,No,Time,7
L1689,3,ECE,9.4,<3L,Before Counselling,38,3,3,No,No,Trust,3
L1690,1,IT,9.63,<3L,Before Counselling,18,3,9,No,Yes,Job,8
L1691,3,Civil,5.12,<3L,After Application,29,3,23,No,No,Fee,7
L1692,2,CSE,9.94,3-6L,Before Counselling,31,2,7,No,No,Trust,8
L1693,1,Civil,8.55,3-6L,After Application,42,2,4,No,Yes,Fee,1
L1694,2,Mechanical,7.6,10L+,Before Counselling,13,4,2,No,Yes,Trust,7
L1695,1,CSE,6.95,<3L,Before Counselling,30,1,9,No,No,Fee,4
L1696,1,Mechanical,7.59,6-10L,Before Counselling,7,1,13,No,Yes,Job,9
L1697,1,IT,6.62,3-6L,Before Counselling,40,2,8,No,No,Time,4
L1698,4,ECE,8.11,<3L,After Counselling,6,4,18,Yes,No,Job,4
L1699,3,Civil,5.46,3-6L,Before Counselling,2,0,14,No,No,Fee,3
L1700,4,Mechanical,8.11,10L+,Before Counselling,8,3,19,No,No,Job,1
L1701,2,IT,6.38,<3L,After Counselling,10,1,17,Yes,No,Fee,3
L1702,2,Civil,5.09,3-6L,After Understanding,44,3,9,No,Yes,Difficulty,5
L1703,3,Civil,7.76,<3L,After Understanding,43,1,22,Yes,No,Difficulty,1
L1704,2,Mechanical,7.89,<3L,After Counselling,22,0,13,No,Yes,Fee,2
L1705,1,IT,7.13,3-6L,After Understanding,10,1,7,No,No,Difficulty,1
L1706,3,ECE,5.36,6-10L,Before Counselling,35,0,3,No,No,Time,8
L1707,2,Mechanical,9.47,6-10L,After Application,19,1,8,Yes,Yes,Fee,9
L1708,3,Civil,8.06,3-6L,After Application,4,2,23,No,No,Trust,7
L1709,3,Civil,5.58,10L+,Before Counselling,19,3,5,Yes,No,Difficulty,1
L1710,1,CSE,7.55,<3L,Before Counselling,41,4,21,No,No,Time,4
L1711,1,IT,7.49,6-10L,After Understanding,20,4,17,No,No,Fee,8
L1712,3,CSE,5.3,3-6L,After Counselling,4,1,18,No,No,Trust,9
L1713,2,ECE,8.03,6-10L,After Application,26,4,4,Yes,Yes,Time,4
L1714,1,Mechanical,9.04,6-10L,Before Counselling,3,3,4,No,No,Difficulty,2
L1715,4,Civil,8.75,10L+,After Counselling,30,2,15,No,No,Fee,2
L1716,1,IT,6.01,<3L,After Counselling,36,2,15,No,Yes,Difficulty,4
L1717,3,Civil,9.31,3-6L,Before Counselling,41,0,8,No,No,Trust,8
L1718,4,CSE,6.71,6-10L,After Counselling,6,4,2,No,Yes,Fee,6
L1719,2,CSE,9.73,6-10L,After Application,39,3,16,No,No,Time,8
L1720,1,Mechanical,5.36,3-6L,After Application,27,4,15,No,No,Difficulty,2
L1721,1,IT,7.43,<3L,After Counselling,16,3,5,No,No,Job,3
L1722,2,IT,7.99,<3L,Before Counselling,47,0,5,No,No,Time,6
L1723,1,Mechanical,6.24,<3L,After Counselling,16,4,12,No,No,Difficulty,1
L1724,3,CSE,8.86,6-10L,After Understanding,46,2,2,No,Yes,Job,6
L1725,1,CSE,8.13,6-10L,Before Counselling,36,0,12,No,Yes,Trust,6
L1726,3,CSE,5.09,<3L,Before Counselling,34,4,13,No,No,Fee,1
L1727,4,Civil,8.04,10L+,Before Counselling,39,2,16,No,Yes,Trust,3
L1728,4,ECE,7.46,<3L,After Application,24,2,16,No,No,Trust,1
L1729,3,CSE,5.98,3-6L,Before Counselling,39,3,23,Yes,No,Fee,6
L1730,2,ECE,9.98,<3L,Before Counselling,6,2,5,Yes,No,Time,9
L1731,3,ECE,9.49,6-10L,After Application,20,1,7,No,Yes,Difficulty,6
L1732,3,IT,6.46,6-10L,After Application,9,4,23,Yes,No,Trust,6
L1733,2,Mechanical,7.71,<3L,After Application,21,4,3,Yes,No,Time,2
L1734,1,Civil,6.58,3-6L,Before Counselling,11,3,24,No,Yes,Job,1
L1735,4,ECE,8.88,<3L,Before Counselling,30,2,10,No,Yes,Trust,4
L1736,2,Civil,9.65,<3L,After Application,1,3,9,No,No,Time,9
L1737,1,IT,6.79,<3L,After Application,27,1,20,No,No,Time,1
L1738,2,CSE,9.03,<3L,After Understanding,6,3,9,No,Yes,Difficulty,7
L1739,2,ECE,7.49,6-10L,After Application,43,4,21,No,No,Trust,3
L1740,4,Mechanical,6.98,3-6L,After Counselling,7,3,11,Yes,No,Fee,9
L1741,3,IT,9.69,<3L,After Understanding,22,4,18,Yes,Yes,Difficulty,2
L1742,3,Civil,7.55,<3L,After Application,34,0,20,Yes,No,Fee,2
L1743,1,CSE,7.34,<3L,After Application,20,1,2,No,No,Fee,7
L1744,2,Civil,8.36,<3L,After Application,45,1,22,No,No,Time,8
L1745,2,Mechanical,6.31,3-6L,After Application,45,4,16,No,Yes,Fee,1
L1746,1,ECE,6.62,<3L,After Counselling,15,0,12,No,No,Fee,9
L1747,2,Mechanical,9.66,6-10L,After Application,47,2,8,No,No,Difficulty,7
L1748,3,Civil,8.39,3-6L,Before Counselling,9,3,17,Yes,No,Trust,3
L1749,1,Civil,9.13,<3L,After Understanding,18,2,4,No,Yes,Difficulty,7
L1750,3,Mechanical,6.36,10L+,After Application,46,0,24,No,No,Time,6
L1751,2,Mechanical,7.72,<3L,Before Counselling,46,1,13,No,No,Trust,8
L1752,1,Mechanical,9.86,<3L,After Counselling,36,2,17,Yes,No,Difficulty,8
L1753,2,CSE,6.59,<3L,After Understanding,46,0,21,Yes,No,Trust,1
L1754,4,Civil,5.8,<3L,After Application,42,1,20,No,No,Job,4
L1755,4,IT,7.55,<3L,After Understanding,30,2,3,No,Yes,Difficulty,2
L1756,4,CSE,6.94,<3L,After Application,11,1,9,No,No,Trust,8
L1757,2,CSE,5.8,6-10L,After Counselling,33,4,20,No,Yes,Fee,8
L1758,1,CSE,9.44,6-10L,After Counselling,46,1,24,No,Yes,Job,3
L1759,3,IT,9.95,3-6L,After Understanding,40,1,12,Yes,Yes,Fee,4
L1760,2,Mechanical,7.84,3-6L,After Understanding,6,0,12,No,No,Job,1
L1761,4,Civil,8.87,3-6L,After Understanding,43,0,3,Yes,No,Time,4
L1762,1,ECE,9.3,<3L,After Counselling,46,3,6,Yes,No,Trust,5
L1763,2,ECE,8.5,<3L,Before Counselling,39,0,6,Yes,Yes,Job,8
L1764,1,Civil,5.22,<3L,After Understanding,22,4,11,No,No,Trust,4
L1765,2,IT,5.79,3-6L,After Application,39,4,3,Yes,No,Time,5
L1766,3,ECE,5.35,<3L,After Counselling,19,1,16,No,No,Job,3
L1767,2,CSE,5.05,<3L,After Understanding,22,0,19,Yes,No,Trust,3
L1768,2,ECE,6.53,<3L,After Counselling,31,3,13,Yes,No,Difficulty,5
L1769,2,Civil,6.96,<3L,After Understanding,42,0,11,No,No,Trust,2
L1770,2,CSE,6.21,<3L,After Counselling,25,3,8,No,No,Trust,1
L1771,3,ECE,5.32,<3L,After Counselling,41,1,16,No,No,Trust,5
L1772,4,Civil,7.65,<3L,After Understanding,30,4,16,Yes,No,Fee,1
L1773,4,IT,6.37,<3L,After Application,45,0,13,No,No,Job,5
L1774,3,Civil,8.98,<3L,After Counselling,4,0,21,Yes,No,Trust,4
L1775,2,IT,5.04,<3L,After Application,26,4,16,No,No,Time,8
L1776,3,CSE,9.21,<3L,After Application,7,4,4,No,Yes,Trust,2
L1777,2,Civil,9.77,6-10L,After Counselling,40,2,17,Yes,No,Trust,7
L1778,2,Mechanical,8.58,<3L,After Counselling,12,2,20,No,Yes,Difficulty,8
L1779,4,Mechanical,8.67,<3L,After Counselling,1,2,8,No,Yes,Difficulty,5
L1780,1,Mechanical,9.67,<3L,After Application,6,4,18,No,No,Difficulty,3
L1781,4,Mechanical,6.05,<3L,After Counselling,1,2,5,No,No,Fee,6
L1782,2,Mechanical,9.97,<3L,After Counselling,8,0,23,No,No,Time,1
L1783,3,IT,8.87,10L+,After Counselling,44,4,16,No,No,Job,3
L1784,3,Civil,8.63,6-10L,After Counselling,33,0,10,No,No,Time,9
L1785,4,CSE,6.81,<3L,After Understanding,4,4,18,No,No,Difficulty,5
L1786,3,Mechanical,7.73,3-6L,After Counselling,40,1,2,Yes,No,Time,6
L1787,3,Mechanical,8.27,<3L,After Application,6,0,3,No,No,Fee,9
L1788,1,CSE,8.1,<3L,After Application,45,4,8,No,No,Trust,2
L1789,3,CSE,8.52,6-10L,Before Counselling,3,3,24,No,Yes,Difficulty,7
L1790,1,Mechanical,5.41,<3L,After Understanding,15,4,15,Yes,No,Job,6
L1791,3,IT,6.78,3-6L,After Understanding,6,1,6,No,Yes,Fee,9
L1792,3,CSE,7.17,3-6L,Before Counselling,6,4,5,No,No,Time,1
L1793,3,Civil,6.3,3-6L,After Application,37,1,14,Yes,No,Job,4
L1794,1,Civil,5.86,10L+,After Application,27,2,11,No,No,Job,3
L1795,1,IT,5.69,6-10L,After Counselling,42,0,14,Yes,Yes,Difficulty,1
L1796,3,ECE,6.83,6-10L,Before Counselling,41,1,23,No,No,Trust,4
L1797,1,IT,7.47,<3L,After Application,46,3,13,No,No,Fee,6
L1798,1,Mechanical,5.31,<3L,Before Counselling,5,0,24,No,Yes,Time,1
L1799,1,ECE,9.73,6-10L,Before Counselling,39,4,19,Yes,No,Time,9
L1800,4,Mechanical,8.83,10L+,After Understanding,17,4,12,No,No,Fee,5
L1801,3,Civil,8.65,3-6L,After Application,23,1,19,No,Yes,Fee,3
L1802,2,CSE,5.86,10L+,After Application,17,3,23,Yes,Yes,Job,9
L1803,2,Mechanical,8.02,<3L,After Counselling,41,1,13,Yes,Yes,Trust,1
L1804,2,Civil,7.65,<3L,After Application,23,3,2,No,Yes,Trust,2
L1805,3,IT,9.91,<3L,After Understanding,39,1,22,Yes,Yes,Difficulty,8
L1806,3,Mechanical,8.74,3-6L,After Application,33,2,17,No,No,Time,3
L1807,1,Civil,7.88,6-10L,After Counselling,2,2,15,Yes,No,Time,9
L1808,1,CSE,9.25,<3L,After Application,10,2,2,Yes,No,Fee,5
L1809,1,Mechanical,5.78,10L+,Before Counselling,19,1,8,No,Yes,Difficulty,9
L1810,3,Civil,5.08,3-6L,After Understanding,40,0,20,No,Yes,Trust,1
L1811,3,Mechanical,8.45,3-6L,After Counselling,9,4,6,Yes,Yes,Trust,5
L1812,2,CSE,5.49,6-10L,After Counselling,15,0,18,No,Yes,Trust,4
L1813,1,Mechanical,5.58,<3L,Before Counselling,43,4,11,No,No,Difficulty,7
L1814,1,Mechanical,8.72,6-10L,After Understanding,24,3,5,No,No,Difficulty,1
L1815,4,Civil,6.35,<3L,After Application,12,2,15,No,Yes,Fee,3
L1816,2,ECE,8.14,<3L,After Understanding,22,2,24,No,Yes,Job,5
L1817,3,Mechanical,9.59,3-6L,After Understanding,18,4,7,Yes,No,Difficulty,8
L1818,3,ECE,6.58,10L+,After Understanding,2,2,13,Yes,No,Trust,8
L1819,2,IT,6.09,3-6L,After Understanding,15,0,21,No,No,Difficulty,3
L1820,2,Mechanical,5.53,3-6L,After Understanding,42,1,13,No,No,Job,5
L1821,1,ECE,5.65,6-10L,After Understanding,39,2,2,Yes,No,Difficulty,9
L1822,3,IT,5.31,<3L,Before Counselling,9,2,13,No,No,Trust,2
L1823,3,Civil,5.44,6-10L,After Counselling,22,3,7,Yes,Yes,Fee,7
L1824,3,Mechanical,7.16,3-6L,Before Counselling,17,1,5,Yes,No,Difficulty,7
L1825,3,Civil,6.6,<3L,After Application,14,4,18,No,No,Trust,2
L1826,1,IT,8.53,<3L,After Counselling,31,1,11,Yes,No,Difficulty,6
L1827,4,Civil,9.35,<3L,After Counselling,41,1,20,No,No,Fee,8
L1828,3,Civil,8.92,<3L,After Application,7,4,12,No,Yes,Time,3
L1829,2,CSE,7.65,<3L,After Counselling,47,1,2,Yes,No,Trust,9
L1830,4,IT,5.51,<3L,After Application,35,3,6,No,Yes,Trust,8
L1831,3,Civil,8.55,3-6L,After Understanding,34,0,15,No,Yes,Difficulty,3
L1832,3,ECE,6.81,3-6L,After Understanding,3,1,14,No,Yes,Time,7
L1833,3,IT,5.43,3-6L,After Counselling,2,0,3,No,No,Trust,8
L1834,4,CSE,9.21,<3L,After Counselling,45,3,15,No,No,Trust,1
L1835,3,Mechanical,6.69,6-10L,After Understanding,27,3,7,Yes,Yes,Time,3
L1836,1,Civil,6.09,<3L,After Understanding,45,1,7,No,No,Difficulty,9
L1837,2,ECE,9.36,3-6L,After Application,2,2,22,No,No,Trust,7
L1838,4,CSE,9.51,<3L,After Counselling,41,1,24,No,No,Trust,1
L1839,2,IT,6.69,3-6L,After Counselling,5,0,2,No,Yes,Fee,5
L1840,2,Civil,6.77,<3L,Before Counselling,21,3,21,Yes,No,Job,3
L1841,2,CSE,7.9,6-10L,After Understanding,7,0,12,No,Yes,Trust,2
L1842,2,CSE,8.67,6-10L,After Understanding,25,0,23,No,Yes,Trust,1
L1843,3,ECE,5.32,6-10L,After Counselling,45,4,5,Yes,Yes,Trust,2
L1844,4,Mechanical,7.97,<3L,Before Counselling,1,3,7,Yes,No,Fee,1
L1845,2,Mechanical,9.76,<3L,After Application,9,3,3,No,No,Time,6
L1846,1,Mechanical,6.31,10L+,After Application,2,0,21,No,Yes,Job,9
L1847,1,IT,9.54,3-6L,After Understanding,3,3,6,Yes,No,Fee,3
L1848,4,CSE,9.75,10L+,Before Counselling,44,1,16,No,No,Job,1
L1849,3,IT,6.35,<3L,Before Counselling,37,4,24,No,Yes,Difficulty,6
L1850,2,CSE,8.77,10L+,After Application,44,1,9,Yes,Yes,Trust,6
L1851,4,ECE,6.19,10L+,After Understanding,4,2,18,No,Yes,Time,2
L1852,4,ECE,8.69,3-6L,After Counselling,21,2,24,Yes,No,Job,4
L1853,4,IT,8.99,<3L,Before Counselling,26,0,11,No,No,Trust,5
L1854,4,IT,6.24,3-6L,After Counselling,44,2,10,No,No,Time,6
L1855,2,ECE,8.58,10L+,After Understanding,37,1,3,No,Yes,Trust,6
L1856,3,Civil,9.06,6-10L,After Application,14,2,12,Yes,No,Trust,2
L1857,2,Mechanical,6.79,<3L,Before Counselling,46,0,3,No,No,Time,5
L1858,4,Mechanical,5.84,<3L,After Counselling,10,3,17,Yes,Yes,Trust,5
L1859,3,ECE,5.46,6-10L,Before Counselling,26,4,5,Yes,No,Difficulty,2
L1860,3,Mechanical,7.88,3-6L,Before Counselling,10,0,18,Yes,Yes,Fee,7
L1861,3,Civil,9.89,6-10L,Before Counselling,37,0,10,Yes,No,Job,2
L1862,1,Civil,9.11,6-10L,After Understanding,18,0,13,No,Yes,Time,1
L1863,3,CSE,7.18,10L+,After Counselling,27,1,6,No,Yes,Fee,6
L1864,4,IT,7.68,<3L,Before Counselling,17,3,4,No,No,Job,1
L1865,4,Mechanical,6.4,<3L,After Counselling,10,0,7,Yes,No,Time,4
L1866,1,Civil,5.82,<3L,After Understanding,11,3,8,No,Yes,Time,4
L1867,1,IT,7.41,10L+,Before Counselling,47,0,5,Yes,No,Difficulty,6
L1868,1,IT,7.32,3-6L,Before Counselling,24,1,15,Yes,No,Time,5
L1869,3,CSE,7.61,<3L,Before Counselling,19,0,15,No,No,Difficulty,4
L1870,4,IT,9.76,<3L,After Counselling,44,2,3,No,No,Job,6
L1871,2,IT,8.02,<3L,After Counselling,16,1,22,Yes,Yes,Trust,5
L1872,3,ECE,8.03,6-10L,Before Counselling,23,0,16,No,No,Difficulty,7
L1873,4,CSE,5.64,6-10L,After Counselling,12,0,13,Yes,No,Trust,5
L1874,3,CSE,9.98,3-6L,After Counselling,19,0,15,No,No,Trust,9
L1875,3,Mechanical,8.86,<3L,Before Counselling,25,2,24,No,Yes,Time,3
L1876,3,IT,9.39,10L+,Before Counselling,3,2,11,No,Yes,Fee,2
L1877,3,Mechanical,7.07,<3L,After Application,13,0,4,No,Yes,Trust,1
L1878,2,Civil,7.51,3-6L,After Application,21,2,3,No,No,Fee,5
L1879,3,IT,7.61,<3L,Before Counselling,22,0,3,No,No,Difficulty,8
L1880,3,Civil,5.97,<3L,After Understanding,47,2,12,No,Yes,Trust,9
L1881,4,ECE,8.45,<3L,Before Counselling,29,3,13,No,No,Trust,3
L1882,3,IT,9.51,3-6L,Before Counselling,43,0,16,No,No,Trust,7
L1883,3,Mechanical,5.82,3-6L,Before Counselling,25,0,13,No,No,Fee,4
L1884,1,Mechanical,5.43,<3L,Before Counselling,23,4,12,Yes,Yes,Difficulty,7
L1885,2,IT,8.69,<3L,Before Counselling,12,4,21,No,Yes,Fee,5
L1886,1,Mechanical,6.37,6-10L,Before Counselling,23,1,21,No,Yes,Job,6
L1887,2,IT,8.12,<3L,Before Counselling,5,3,15,No,Yes,Job,8
L1888,3,CSE,8.48,<3L,Before Counselling,29,3,6,No,Yes,Time,9
L1889,4,Mechanical,6.61,3-6L,After Application,5,1,20,No,Yes,Trust,8
L1890,1,IT,9.08,6-10L,After Application,39,4,18,No,Yes,Job,6
L1891,2,IT,7.75,<3L,After Application,35,1,16,Yes,No,Job,5
L1892,4,Mechanical,9.34,10L+,After Understanding,35,4,21,No,No,Fee,4
L1893,2,CSE,8.82,<3L,After Counselling,17,0,18,Yes,No,Difficulty,2
L1894,3,Mechanical,9.34,<3L,After Understanding,30,1,13,No,Yes,Trust,8
L1895,3,IT,5.1,<3L,After Understanding,2,2,9,No,Yes,Trust,3
L1896,3,CSE,6.22,3-6L,Before Counselling,15,4,16,No,No,Time,6
L1897,1,Civil,5.45,<3L,After Application,23,0,22,No,No,Difficulty,1
L1898,2,ECE,7.21,3-6L,Before Counselling,42,2,3,No,No,Trust,5
L1899,3,Mechanical,9.45,<3L,Before Counselling,26,2,22,Yes,No,Fee,3
L1900,3,IT,7.34,<3L,After Application,11,3,22,No,No,Trust,1
L1901,1,CSE,9.25,6-10L,Before Counselling,24,4,18,No,No,Job,7
L1902,3,CSE,6.64,6-10L,After Counselling,9,0,22,No,No,Trust,8
L1903,1,Civil,6.7,<3L,After Counselling,14,4,11,No,No,Job,9
L1904,3,Mechanical,9.48,3-6L,After Understanding,24,0,19,No,Yes,Difficulty,4
L1905,2,CSE,7.13,3-6L,After Application,7,4,13,No,No,Job,2
L1906,4,Civil,8.95,<3L,After Counselling,10,2,2,No,Yes,Difficulty,8
L1907,2,IT,6.18,3-6L,After Understanding,33,3,5,No,No,Time,9
L1908,2,Civil,9.74,<3L,Before Counselling,33,1,6,No,No,Job,4
L1909,1,Mechanical,7.87,3-6L,After Understanding,46,4,4,Yes,No,Difficulty,6
L1910,2,Civil,8.8,6-10L,After Understanding,27,2,2,No,Yes,Fee,5
L1911,4,CSE,5.45,<3L,After Counselling,8,1,8,No,Yes,Difficulty,9
L1912,4,CSE,7.46,<3L,After Understanding,14,1,21,No,Yes,Time,4
L1913,2,ECE,9.51,<3L,After Application,7,1,13,No,Yes,Job,7
L1914,2,Civil,9.39,10L+,Before Counselling,18,2,22,No,Yes,Fee,2
L1915,3,IT,5.23,6-10L,After Application,26,0,7,Yes,No,Difficulty,1
L1916,4,Mechanical,6.52,<3L,Before Counselling,41,1,21,No,No,Job,1
L1917,3,ECE,7.22,3-6L,After Application,15,3,18,No,Yes,Time,5
L1918,2,Civil,5.86,<3L,Before Counselling,33,0,12,No,No,Trust,7
L1919,2,IT,8.65,3-6L,After Application,11,2,9,No,Yes,Time,5
L1920,3,ECE,5.92,3-6L,Before Counselling,19,1,12,No,Yes,Time,4
L1921,1,CSE,6.73,10L+,After Counselling,42,2,14,No,No,Job,9
L1922,3,Mechanical,8.32,<3L,After Understanding,18,2,10,No,No,Job,2
L1923,2,Civil,7.41,3-6L,After Understanding,22,1,20,No,No,Difficulty,2
L1924,3,IT,8.69,6-10L,After Understanding,36,2,21,No,No,Fee,1
L1925,1,CSE,9.81,6-10L,After Understanding,18,3,6,No,No,Time,5
L1926,3,ECE,5.58,3-6L,Before Counselling,18,3,11,Yes,No,Job,5
L1927,2,Mechanical,8.55,3-6L,After Application,22,4,14,No,No,Job,1
L1928,3,ECE,6.15,<3L,After Application,25,1,6,No,Yes,Time,6
L1929,1,ECE,7.07,3-6L,After Counselling,44,1,24,No,No,Difficulty,5
L1930,3,IT,5.16,6-10L,After Understanding,31,1,4,No,No,Job,7
L1931,3,CSE,5.68,10L+,After Understanding,9,4,18,No,No,Trust,1
L1932,3,Civil,6.6,6-10L,After Counselling,38,3,23,Yes,No,Trust,3
L1933,3,IT,6.71,<3L,After Understanding,19,3,11,No,No,Fee,9
L1934,3,Mechanical,9.5,6-10L,After Counselling,25,1,18,No,No,Difficulty,6
L1935,4,ECE,8.71,<3L,After Understanding,15,2,7,No,No,Time,2
L1936,2,Mechanical,9.86,<3L,After Application,5,0,15,No,No,Time,9
L1937,4,IT,8.0,3-6L,After Counselling,11,0,10,No,No,Time,3
L1938,2,IT,6.21,<3L,After Application,13,1,6,No,No,Trust,3
L1939,1,Civil,6.64,10L+,After Understanding,34,1,24,No,No,Time,2
L1940,1,ECE,6.6,3-6L,After Application,8,3,23,No,Yes,Fee,5
L1941,2,IT,6.63,3-6L,After Application,25,3,21,No,Yes,Trust,3
L1942,3,Mechanical,8.36,3-6L,Before Counselling,27,2,9,Yes,Yes,Job,6
L1943,3,Civil,7.65,6-10L,After Understanding,11,3,17,No,Yes,Difficulty,5
L1944,3,Mechanical,6.93,3-6L,Before Counselling,18,0,8,No,No,Job,9
L1945,3,ECE,5.75,<3L,After Counselling,10,0,24,Yes,No,Job,3
L1946,2,Civil,5.11,6-10L,Before Counselling,33,3,3,No,No,Difficulty,3
L1947,1,Civil,6.09,<3L,After Understanding,36,0,10,Yes,No,Difficulty,4
L1948,2,Civil,5.54,<3L,Before Counselling,17,0,22,No,No,Time,5
L1949,2,CSE,8.93,3-6L,Before Counselling,5,0,11,No,Yes,Time,8
L1950,1,Civil,5.56,<3L,After Understanding,23,0,20,Yes,Yes,Fee,2
L1951,2,Mechanical,8.62,10L+,After Application,3,4,5,Yes,No,Difficulty,1
L1952,3,Mechanical,6.93,3-6L,After Counselling,39,1,14,Yes,Yes,Difficulty,7
L1953,3,ECE,5.37,10L+,Before Counselling,37,2,3,No,Yes,Job,8
L1954,4,IT,9.06,<3L,After Understanding,10,4,20,No,Yes,Time,5
L1955,4,IT,7.9,10L+,Before Counselling,27,2,7,No,Yes,Fee,8
L1956,3,CSE,6.18,<3L,After Counselling,7,4,17,No,No,Time,8
L1957,2,Civil,9.47,<3L,After Counselling,29,4,16,No,No,Difficulty,4
L1958,3,CSE,5.23,<3L,After Counselling,39,2,15,No,Yes,Fee,3
L1959,3,ECE,6.01,3-6L,Before Counselling,6,1,14,Yes,No,Time,9
L1960,1,ECE,8.76,<3L,After Application,9,3,18,Yes,Yes,Job,4
L1961,2,IT,8.55,3-6L,After Application,8,4,19,No,Yes,Time,6
L1962,4,ECE,6.45,<3L,After Application,14,1,21,No,No,Time,2
L1963,2,Civil,5.31,<3L,After Understanding,38,3,2,Yes,No,Fee,7
L1964,3,Mechanical,9.29,3-6L,After Application,9,2,23,Yes,Yes,Fee,7
L1965,3,ECE,6.57,<3L,After Application,11,4,5,Yes,No,Trust,6
L1966,1,CSE,5.98,6-10L,After Counselling,11,3,17,No,No,Difficulty,1
L1967,2,Civil,7.58,3-6L,After Understanding,40,1,19,Yes,No,Job,2
L1968,2,ECE,9.55,10L+,After Counselling,35,3,11,Yes,No,Time,3
L1969,1,ECE,5.22,<3L,Before Counselling,11,2,21,No,Yes,Fee,3
L1970,1,Civil,8.83,10L+,Before Counselling,36,3,9,Yes,No,Time,6
L1971,4,ECE,7.86,3-6L,After Counselling,3,0,7,Yes,Yes,Time,8
L1972,2,Mechanical,7.13,10L+,After Understanding,45,4,18,No,Yes,Time,3
L1973,3,IT,8.72,<3L,After Application,19,1,6,No,No,Time,4
L1974,2,Civil,9.83,6-10L,After Application,8,1,23,No,No,Job,9
L1975,4,CSE,6.15,6-10L,After Understanding,28,4,5,No,Yes,Job,8
L1976,2,ECE,5.72,<3L,After Application,1,4,5,Yes,Yes,Job,8
L1977,2,IT,9.56,3-6L,After Application,40,0,20,No,No,Job,1
L1978,4,CSE,8.34,6-10L,After Counselling,30,0,23,No,No,Trust,9
L1979,4,CSE,7.19,3-6L,Before Counselling,41,1,10,Yes,No,Fee,7
L1980,1,Mechanical,7.87,<3L,After Understanding,38,3,14,Yes,No,Difficulty,4
L1981,4,IT,8.73,3-6L,After Understanding,11,4,8,Yes,No,Difficulty,6
L1982,2,Civil,8.87,<3L,After Application,29,0,23,No,No,Fee,1
L1983,2,IT,9.6,6-10L,After Application,31,0,19,No,No,Difficulty,8
L1984,1,IT,7.13,<3L,Before Counselling,10,0,23,No,No,Trust,9
L1985,1,CSE,6.47,<3L,After Understanding,35,3,24,Yes,No,Fee,9
L1986,3,Mechanical,8.2,<3L,After Counselling,40,1,19,No,No,Difficulty,9
L1987,2,Mechanical,7.08,3-6L,Before Counselling,29,1,18,No,No,Time,1
L1988,2,IT,7.97,10L+,After Counselling,37,0,23,No,No,Trust,9
L1989,3,IT,7.1,<3L,Before Counselling,2,3,9,No,No,Difficulty,6
L1990,3,ECE,5.76,<3L,After Counselling,1,3,12,No,No,Trust,6
L1991,1,CSE,7.35,<3L,After Counselling,32,1,7,No,Yes,Fee,1
L1992,3,Civil,8.45,6-10L,After Counselling,24,4,9,No,No,Fee,2
L1993,1,Civil,9.0,3-6L,After Understanding,2,0,23,No,No,Fee,8
L1994,3,Mechanical,7.47,<3L,After Application,3,3,23,No,Yes,Difficulty,2
L1995,3,CSE,5.83,3-6L,After Understanding,9,4,9,No,No,Job,9
L1996,4,Mechanical,7.07,<3L,After Counselling,24,2,20,No,Yes,Trust,4
L1997,1,Civil,8.93,3-6L,After Application,12,0,16,No,No,Difficulty,4
L1998,1,IT,7.06,<3L,After Counselling,34,2,20,No,No,Trust,5
L1999,2,CSE,8.48,6-10L,Before Counselling,34,1,7,No,No,Time,7
L2000,2,CSE,7.54,10L+,After Application,23,1,5,No,Yes,Fee,1
L2001,2,ECE,6.21,6-10L,After Understanding,19,1,24,No,Yes,Fee,9
L2002,4,IT,8.98,3-6L,After Counselling,32,3,8,Yes,Yes,Job,6
L2003,2,IT,5.42,3-6L,After Application,28,3,3,No,Yes,Fee,5
L2004,2,Mechanical,7.62,<3L,After Understanding,26,4,3,No,Yes,Time,5
L2005,3,CSE,6.04,6-10L,Before Counselling,45,2,23,Yes,No,Trust,1
