Student_ID,College_ID,Department,CGPA,Admission_Type,Skill_Program,Program_Duration,Bootcamps,Workshops,Hackathons,Internships,Projects,GenAI,ML,College_Tier,NAAC_Grade,NBA_Accredited,Placement_Probability,Placement_Status,Salary_LPA
7188,40,Civil,9.51,Govt,1,19,2,7,6,1,6,0,0,3,A,0,4.202,Not Placed,0
7189,8,IT,6.19,Management,0,32,0,5,5,1,4,0,1,3,B++,1,2.738,Not Placed,0
7190,22,Other,5.39,Govt,1,27,4,0,6,0,3,2,1,2,A++,1,2.178,Not Placed,0
7191,9,Mechanical,6.7,Govt,1,23,2,0,7,2,8,2,0,2,A+,1,4.54,Not Placed,0
7192,18,Civil,7.39,Management,1,30,1,8,5,2,2,2,0,4,A,0,2.878,Not Placed,0
7193,46,CSE,8.62,Govt,1,8,3,2,2,0,2,1,0,4,A+,1,2.524,Not Placed,0
7194,4,ECE,5.15,Management,0,14,2,7,5,1,4,2,1,3,A,0,2.53,Not Placed,0
7195,46,Mechanical,5.65,Management,0,22,2,3,5,2,5,2,1,4,A+,1,3.23,Not Placed,0
7196,51,IT,7.05,Management,1,6,4,3,6,0,5,0,3,2,A,0,3.1100000000000003,Not Placed,0
7197,22,CSE,5.48,Management,0,32,1,6,5,1,8,0,3,2,A++,1,3.796,Not Placed,0
7198,29,ECE,9.78,Govt,0,11,4,0,2,2,6,1,2,4,A+,1,4.356,Not Placed,0
7199,24,Mechanical,7.55,Management,0,12,1,3,0,1,3,1,3,4,A,1,2.71,Not Placed,0
7200,27,Other,6.88,Management,1,32,0,1,4,0,1,0,0,2,A++,0,1.8760000000000001,Not Placed,0
7201,33,Civil,9.9,Management,1,22,3,9,1,0,5,1,2,2,A+,0,3.6800000000000006,Not Placed,0
7202,44,ECE,8.23,Govt,0,6,1,5,5,2,5,2,1,4,A+,1,3.746,Not Placed,0
7203,55,Mechanical,7.58,Govt,1,15,1,4,1,2,4,2,0,4,B++,1,3.5160000000000005,Not Placed,0
7204,47,ECE,6.21,Management,1,6,0,2,5,2,1,0,2,3,B++,0,2.342,Not Placed,0
7205,46,Other,6.27,Management,0,9,3,9,4,1,3,0,1,4,A+,1,2.4539999999999997,Not Placed,0
7206,24,Mechanical,6.81,Govt,0,6,4,1,4,0,7,2,2,4,A,1,3.462,Not Placed,0
7207,9,Civil,8.75,Govt,1,25,0,3,1,2,10,2,1,2,A+,1,5.55,Placed,7
7208,13,ECE,9.08,Management,0,15,1,7,3,2,8,1,3,3,A+,0,4.816,Not Placed,0
7209,41,Mechanical,5.96,Management,1,19,2,5,4,0,3,1,0,3,A+,0,2.292,Not Placed,0
7210,56,CSE,9.09,Govt,1,7,4,3,4,0,9,0,3,4,A++,0,4.718,Not Placed,0
7211,45,IT,6.65,Management,1,10,0,4,1,1,6,0,2,4,A+,0,3.63,Not Placed,0
7212,57,Other,6.0,Management,1,6,2,2,0,2,3,1,2,1,A+,0,2.9000000000000004,Not Placed,0
7213,29,Mechanical,5.97,Govt,0,30,2,1,4,1,7,1,2,4,A+,1,3.594,Not Placed,0
7214,54,Mechanical,7.32,Govt,0,27,0,4,7,0,9,1,3,3,A,1,4.164,Not Placed,0
7215,40,Mechanical,8.84,Govt,1,8,2,5,0,2,10,0,2,3,A,0,5.568,Placed,9
7216,24,ECE,7.85,Govt,1,33,2,7,6,1,7,1,0,4,A,1,4.17,Not Placed,0
7217,13,Other,7.32,Govt,0,16,3,0,1,0,10,1,0,3,A+,0,4.464,Not Placed,0
7218,34,IT,5.09,Management,1,7,3,9,5,0,1,0,1,2,A+,0,1.518,Not Placed,0
7219,51,Other,7.82,Govt,0,30,0,4,5,1,8,2,3,2,A,0,4.264,Not Placed,0
7220,47,ECE,8.37,Management,1,16,2,8,4,2,5,0,3,3,B++,0,3.974,Not Placed,0
7221,33,Mechanical,5.49,Govt,1,29,1,8,4,2,4,0,0,2,A+,0,3.0980000000000003,Not Placed,0
7222,9,Other,9.78,Govt,0,7,2,7,6,1,11,1,2,2,A+,1,5.556,Placed,4
7223,34,Mechanical,5.46,Management,1,27,1,8,4,0,5,0,1,2,A+,0,2.7920000000000003,Not Placed,0
7224,10,IT,8.45,Management,0,20,3,1,7,1,7,1,0,3,A+,1,4.09,Not Placed,0
7225,10,CSE,7.62,Govt,0,27,2,9,7,2,6,1,2,3,A+,1,3.924,Not Placed,0
7226,20,ECE,9.42,Management,1,32,0,6,1,2,10,1,0,2,A,1,5.684,Placed,14
7227,20,CSE,7.07,Govt,0,8,4,2,7,0,4,1,3,2,A,1,2.614,Not Placed,0
7228,21,Other,7.54,Management,0,9,1,4,2,0,2,1,3,1,B++,0,2.108,Not Placed,0
7229,44,Mechanical,7.76,Management,1,6,3,3,6,0,5,1,2,4,A+,1,3.2520000000000002,Not Placed,0
7230,6,Mechanical,9.37,Management,1,10,2,8,2,2,8,1,2,1,B++,1,5.074,Placed,12
7231,54,Civil,9.0,Management,0,10,3,7,6,0,11,1,2,3,A,1,5.1,Placed,10
7232,16,Civil,6.4,Management,0,9,3,9,4,2,7,1,2,4,B++,0,3.9800000000000004,Not Placed,0
7233,1,CSE,9.78,Govt,1,35,4,2,4,2,5,0,0,4,A,0,4.256,Not Placed,0
7234,11,Civil,8.77,Management,1,19,4,6,2,2,1,0,0,3,A+,0,2.854,Not Placed,0
7235,56,Other,5.06,Govt,1,27,0,7,7,2,4,1,1,4,A++,0,3.012,Not Placed,0
7236,41,IT,5.92,Govt,1,35,3,9,2,1,10,1,0,3,A+,0,4.684,Not Placed,0
7237,17,Other,9.28,Management,1,11,2,1,2,1,10,2,0,4,B++,0,5.356,Placed,14
7238,53,CSE,8.23,Management,0,28,4,9,6,2,4,2,2,4,A+,1,3.446,Not Placed,0
7239,58,Other,6.29,Govt,1,13,2,1,4,1,9,2,0,3,B++,0,4.458,Not Placed,0
7240,10,Civil,5.86,Govt,0,22,0,4,2,1,4,2,3,3,A+,1,2.6719999999999997,Not Placed,0
7241,15,Civil,5.73,Management,1,19,1,4,2,1,5,2,0,1,A+,0,3.146,Not Placed,0
7242,48,IT,6.59,Management,1,13,0,8,6,0,9,0,2,2,A+,0,4.218,Not Placed,0
7243,50,Other,9.49,Management,1,30,2,7,5,2,1,0,1,3,B++,1,2.998,Not Placed,0
7244,17,IT,6.76,Govt,1,13,2,8,1,2,11,1,3,4,B++,0,5.452,Placed,8
7245,34,CSE,8.3,Govt,0,13,2,1,0,0,7,1,3,2,A+,0,3.7600000000000002,Not Placed,0
7246,52,ECE,5.56,Govt,1,15,0,9,5,1,9,0,3,3,B++,0,4.311999999999999,Not Placed,0
7247,58,Other,7.66,Govt,0,6,4,1,4,1,3,2,1,3,B++,0,2.7319999999999998,Not Placed,0
7248,25,Other,6.71,Management,1,19,0,8,5,0,11,1,0,2,A,0,4.842,Not Placed,0
7249,15,IT,5.8,Govt,0,15,3,8,7,2,10,0,2,1,A+,0,4.76,Not Placed,0
7250,5,Civil,8.99,Management,1,28,4,9,4,2,1,2,1,4,A+,1,2.898,Not Placed,0
7251,56,CSE,9.08,Management,0,30,4,4,6,2,1,2,2,4,A++,0,2.716,Not Placed,0
7252,43,ECE,6.53,Management,1,15,3,7,0,0,10,2,3,4,B++,1,4.506,Not Placed,0
7253,42,Other,8.27,Govt,1,20,4,4,6,2,6,0,3,2,A+,1,4.254,Not Placed,0
7254,46,CSE,6.97,Management,1,8,2,2,1,2,1,0,1,4,A+,1,2.494,Not Placed,0
7255,46,Civil,5.22,Govt,0,35,2,4,5,1,11,0,1,4,A+,1,4.643999999999999,Not Placed,0
7256,47,ECE,7.14,Govt,1,9,3,8,3,2,7,1,1,3,B++,0,4.328,Not Placed,0
7257,41,ECE,7.88,Management,0,29,2,0,7,1,5,1,1,3,A+,0,3.376,Not Placed,0
7258,11,IT,6.5,Management,1,13,3,6,2,0,3,1,0,3,A+,0,2.4000000000000004,Not Placed,0
7259,59,Mechanical,9.74,Govt,1,21,3,5,4,0,8,0,2,1,A++,0,4.548,Not Placed,0
7260,12,Civil,7.79,Management,1,12,1,2,7,2,8,0,3,3,A++,0,4.758,Not Placed,0
7261,3,Mechanical,6.86,Govt,0,29,2,7,1,1,4,0,3,3,A++,0,2.872,Not Placed,0
7262,38,Civil,8.68,Govt,1,8,3,9,7,1,9,0,0,1,A+,0,4.936,Not Placed,0
7263,53,CSE,6.7,Govt,1,23,1,1,5,0,6,0,1,4,A+,1,3.34,Not Placed,0
7264,1,Mechanical,5.12,Govt,1,8,2,6,3,2,3,2,0,4,A,0,2.724,Not Placed,0
7265,25,Other,5.04,Management,1,27,2,3,7,1,5,0,2,2,A,0,3.008,Not Placed,0
7266,58,Other,6.51,Govt,1,14,2,7,6,2,2,0,1,3,B++,0,2.7020000000000004,Not Placed,0
7267,26,Other,5.78,Management,1,21,0,5,7,1,6,2,3,2,A+,0,3.456,Not Placed,0
7268,26,ECE,6.76,Govt,1,7,4,4,6,2,10,1,1,2,A+,0,5.152,Placed,18
7269,14,IT,8.85,Management,1,21,2,2,2,2,4,1,1,4,A++,0,3.77,Not Placed,0
7270,7,Civil,6.55,Govt,1,10,2,1,6,1,4,0,3,1,A++,0,3.01,Not Placed,0
7271,6,IT,7.8,Govt,0,18,4,5,7,2,8,2,1,1,B++,1,4.56,Not Placed,0
7272,46,Civil,9.6,Management,0,15,0,0,6,2,9,2,3,4,A+,1,5.219999999999999,Placed,17
7273,54,Other,8.49,Govt,0,32,0,1,2,0,5,2,1,3,A,1,3.1980000000000004,Not Placed,0
7274,45,ECE,7.81,Govt,0,30,2,6,3,0,2,1,2,4,A+,0,2.162,Not Placed,0
7275,39,ECE,9.34,Govt,1,33,3,7,3,2,5,0,2,3,A++,1,4.168,Not Placed,0
7276,59,ECE,6.65,Management,0,6,3,6,6,1,10,1,3,1,A++,0,4.63,Not Placed,0
7277,11,ECE,5.99,Management,1,29,0,8,6,1,5,2,1,3,A+,0,3.1980000000000004,Not Placed,0
7278,12,ECE,8.74,Management,1,27,2,9,6,1,2,2,0,3,A++,0,2.8480000000000003,Not Placed,0
7279,42,Other,5.29,Govt,1,20,4,4,5,2,5,2,3,2,A+,1,3.358,Not Placed,0
7280,16,IT,7.12,Govt,0,23,0,4,5,0,7,1,2,4,B++,0,3.524,Not Placed,0
7281,16,CSE,6.44,Management,0,25,1,0,0,1,3,1,3,4,B++,0,2.488,Not Placed,0
7282,55,Mechanical,9.86,Govt,0,30,1,0,1,0,6,0,1,4,B++,1,3.772,Not Placed,0
7283,35,IT,6.89,Management,0,12,1,8,0,1,10,0,3,1,A+,1,4.678,Not Placed,0
7284,20,Other,8.32,Govt,0,33,0,4,7,1,8,0,2,2,A,1,4.364,Not Placed,0
7285,7,Mechanical,6.34,Govt,1,20,4,4,5,0,5,2,2,1,A++,0,2.968,Not Placed,0
7286,4,CSE,9.92,Govt,1,8,1,3,6,1,8,2,2,3,A,0,4.884,Not Placed,0
7287,25,Civil,5.9,Govt,1,27,4,5,1,2,6,0,3,2,A,0,3.7800000000000002,Not Placed,0
7288,15,CSE,9.53,Govt,1,32,3,2,7,2,4,2,3,1,A+,0,3.906,Not Placed,0
7289,35,CSE,7.23,Management,1,13,2,3,1,2,7,0,2,1,A+,1,4.346,Not Placed,0
7290,27,Other,7.14,Govt,0,33,4,2,7,1,1,0,0,2,A++,0,2.028,Not Placed,0
7291,53,Civil,8.51,Govt,1,32,1,4,0,0,11,0,0,4,A+,1,5.202,Placed,16
7292,28,Mechanical,5.47,Govt,1,32,0,9,7,2,6,2,3,4,B++,0,3.6940000000000004,Not Placed,0
7293,46,ECE,7.73,Management,0,22,0,3,5,1,9,2,3,4,A+,1,4.546,Not Placed,0
7294,11,Civil,6.1,Govt,1,19,1,9,0,2,5,2,1,3,A+,0,3.52,Not Placed,0
7295,36,Civil,5.79,Govt,1,25,3,1,6,1,9,1,1,4,A+,0,4.358,Not Placed,0
7296,29,CSE,9.39,Management,0,22,1,3,4,2,10,0,1,4,A+,1,5.478,Placed,6
7297,22,Civil,9.99,Govt,1,7,0,2,3,1,10,0,0,2,A++,1,5.498,Placed,12
7298,15,IT,9.86,Govt,1,28,1,2,6,0,7,2,1,1,A+,0,4.272,Not Placed,0
7299,13,ECE,9.11,Govt,1,8,1,8,5,1,7,0,3,3,A+,0,4.422000000000001,Not Placed,0
7300,9,CSE,9.6,Management,1,12,2,3,5,2,7,1,2,2,A+,1,4.819999999999999,Not Placed,0
7301,6,Mechanical,9.62,Management,1,25,2,6,6,2,10,0,1,1,B++,1,5.723999999999999,Placed,7
7302,44,Mechanical,5.88,Management,1,31,3,9,5,1,11,1,1,4,A+,1,4.976,Not Placed,0
7303,51,Mechanical,5.43,Management,0,34,1,9,7,1,4,1,2,2,A,0,2.586,Not Placed,0
7304,59,Mechanical,5.63,Management,1,13,1,5,3,2,11,1,0,1,A++,0,5.226,Placed,6
7305,36,Mechanical,5.81,Management,1,22,2,1,1,2,7,2,1,4,A+,0,4.062,Not Placed,0
7306,28,CSE,9.11,Govt,1,8,2,5,4,0,5,1,1,4,B++,0,3.5220000000000002,Not Placed,0
7307,2,IT,9.71,Management,1,19,0,3,7,0,7,0,3,1,A++,1,4.242,Not Placed,0
7308,14,IT,6.76,Govt,1,8,4,0,3,2,6,2,3,4,A++,0,3.9520000000000004,Not Placed,0
7309,35,Mechanical,5.17,Govt,0,34,1,7,1,1,11,2,3,1,A+,1,4.6339999999999995,Not Placed,0
7310,46,IT,6.54,Management,0,20,2,5,6,2,1,0,2,4,A+,1,2.208,Not Placed,0
7311,45,ECE,8.53,Management,0,20,1,5,0,0,10,2,0,4,A+,0,4.7059999999999995,Not Placed,0
7312,51,IT,9.71,Govt,1,27,1,7,5,0,6,2,2,2,A,0,3.942,Not Placed,0
7313,18,Civil,7.25,Govt,1,6,4,6,1,0,9,0,0,4,A,0,4.3500000000000005,Not Placed,0
7314,12,Mechanical,6.68,Management,1,15,1,7,2,0,1,0,0,3,A++,0,1.836,Not Placed,0
7315,41,Civil,8.27,Management,1,15,2,2,4,2,11,1,1,3,A+,0,5.754,Placed,11
7316,20,Civil,6.06,Govt,1,18,4,7,3,1,9,0,0,2,A,1,4.412,Not Placed,0
7317,36,Mechanical,8.83,Govt,0,12,3,1,5,2,4,2,3,4,A+,0,3.5660000000000003,Not Placed,0
7318,26,Other,7.07,Govt,1,27,4,9,1,1,2,0,2,2,A+,0,2.5140000000000002,Not Placed,0
7319,54,CSE,9.89,Govt,1,16,4,3,5,0,7,1,2,3,A,1,4.2780000000000005,Not Placed,0
7320,51,Other,9.67,Management,0,23,3,2,5,0,3,0,3,2,A,0,2.834,Not Placed,0
7321,28,IT,8.33,Govt,0,26,2,4,5,2,1,0,0,4,B++,0,2.5660000000000003,Not Placed,0
7322,19,Other,8.24,Govt,0,32,1,3,5,0,6,2,1,3,B++,0,3.448,Not Placed,0
7323,24,ECE,5.62,Management,0,25,0,0,1,2,5,0,1,4,A,1,3.224,Not Placed,0
7324,5,Other,6.4,Govt,1,21,1,3,6,2,8,1,2,4,A+,1,4.48,Not Placed,0
7325,35,Other,9.31,Govt,0,21,1,5,5,1,8,2,3,1,A+,1,4.562,Not Placed,0
7326,1,CSE,6.81,Management,1,9,1,0,1,2,11,2,2,4,A,0,5.462,Placed,14
7327,21,ECE,7.12,Govt,0,19,0,6,5,2,7,0,0,1,B++,0,4.124,Not Placed,0
7328,31,Other,9.2,Management,0,13,1,3,3,0,9,0,2,1,B++,0,4.539999999999999,Not Placed,0
7329,15,Mechanical,7.13,Govt,1,10,0,9,0,2,8,1,2,1,A+,0,4.626,Not Placed,0
7330,17,IT,9.25,Govt,1,14,1,3,7,2,10,0,3,4,B++,0,5.6499999999999995,Placed,12
7331,4,Other,5.35,Management,0,24,2,9,4,1,6,2,1,3,A,0,3.17,Not Placed,0
7332,53,CSE,8.46,Govt,0,25,1,1,2,1,1,1,1,4,A+,1,2.2920000000000003,Not Placed,0
7333,35,Mechanical,5.32,Govt,0,12,0,5,6,1,4,2,1,1,A+,1,2.564,Not Placed,0
7334,29,CSE,8.95,Management,0,19,2,8,3,1,5,0,0,4,A+,1,3.59,Not Placed,0
7335,44,Civil,7.76,Govt,1,13,4,5,0,2,1,0,3,4,A+,1,2.652,Not Placed,0
7336,18,Other,7.78,Management,1,27,1,7,0,1,2,1,1,4,A,0,2.656,Not Placed,0
7337,22,IT,6.88,Management,0,21,3,2,5,2,5,1,2,2,A++,1,3.4760000000000004,Not Placed,0
7338,33,IT,9.52,Govt,1,24,0,8,2,2,8,2,2,2,A+,0,5.104,Placed,6
7339,12,Mechanical,7.55,Management,0,30,4,7,0,1,11,0,3,3,A++,0,5.109999999999999,Placed,9
7340,42,Mechanical,6.3,Govt,0,23,4,0,4,2,10,0,1,2,A+,1,4.859999999999999,Not Placed,0
7341,53,Mechanical,9.12,Govt,1,16,3,1,5,1,6,0,1,4,A+,1,4.124,Not Placed,0
7342,28,IT,9.74,Management,1,6,2,3,2,0,2,0,2,4,B++,0,2.748,Not Placed,0
7343,35,Other,6.21,Management,1,15,4,5,6,0,5,0,2,1,A+,1,2.942,Not Placed,0
7344,21,Civil,8.03,Management,0,7,4,8,0,1,1,0,2,1,B++,0,2.206,Not Placed,0
7345,51,IT,7.94,Govt,0,8,1,2,7,1,1,0,0,2,A,0,2.188,Not Placed,0
7346,51,Mechanical,8.05,Management,0,16,0,5,7,2,11,2,0,2,A,0,5.51,Placed,12
7347,46,ECE,7.82,Govt,1,32,0,1,6,1,6,1,3,4,A+,1,3.864,Not Placed,0
7348,35,Other,5.5,Govt,1,8,0,7,5,1,9,2,2,1,A+,1,4.3,Not Placed,0
7349,8,Civil,7.06,Management,1,9,2,7,4,2,2,2,2,3,B++,1,2.8120000000000003,Not Placed,0
7350,38,IT,9.93,Management,1,35,0,4,1,0,5,1,2,1,A+,0,3.686,Not Placed,0
7351,50,ECE,5.44,Management,1,21,3,0,2,0,7,2,3,3,B++,1,3.3880000000000003,Not Placed,0
7352,18,Other,8.35,Govt,1,11,0,2,7,2,7,1,2,4,A,0,4.57,Not Placed,0
7353,37,Civil,9.47,Management,1,12,2,3,4,0,11,1,3,1,B++,1,5.394,Placed,18
7354,5,IT,6.0,Management,1,7,3,4,2,1,3,1,2,4,A+,1,2.6,Not Placed,0
7355,51,Other,9.01,Govt,0,8,4,8,2,0,11,0,3,2,A,0,5.102,Placed,14
7356,46,Other,6.21,Govt,0,19,2,4,3,0,9,2,3,4,A+,1,3.9419999999999997,Not Placed,0
7357,14,Mechanical,5.15,Govt,0,24,0,6,1,2,3,0,0,4,A++,0,2.53,Not Placed,0
7358,56,IT,7.61,Govt,1,11,2,0,7,2,10,1,2,4,A++,0,5.322,Placed,15
7359,19,Other,8.55,Management,1,18,1,9,3,0,5,0,2,3,B++,0,3.41,Not Placed,0
7360,8,Civil,5.98,Govt,1,11,0,4,2,1,9,1,0,3,B++,1,4.396,Not Placed,0
7361,31,Mechanical,5.35,Management,1,16,4,7,4,0,7,1,2,1,B++,0,3.37,Not Placed,0
7362,3,Other,7.77,Govt,1,34,1,5,2,1,9,2,1,3,A++,0,4.754,Not Placed,0
7363,49,CSE,5.74,Management,0,27,3,2,7,0,4,0,0,2,A,1,2.348,Not Placed,0
7364,17,ECE,5.92,Management,1,33,3,9,3,2,7,2,1,4,B++,0,4.084,Not Placed,0
7365,4,Other,8.52,Govt,0,11,2,1,6,1,2,2,3,3,A,0,2.6039999999999996,Not Placed,0
7366,19,Mechanical,8.06,Management,1,29,0,3,3,1,9,1,2,3,B++,0,4.811999999999999,Not Placed,0
7367,22,Mechanical,9.73,Management,1,6,1,2,2,2,10,1,1,2,A++,1,5.7459999999999996,Placed,15
7368,10,Civil,6.62,Govt,1,27,4,6,4,1,9,0,2,3,A+,1,4.524,Not Placed,0
7369,36,Other,6.07,Govt,0,19,4,7,6,2,6,0,1,4,A+,0,3.6140000000000003,Not Placed,0
7370,21,Other,8.28,Govt,0,21,4,1,3,1,4,1,2,1,B++,0,3.1559999999999997,Not Placed,0
7371,57,Civil,9.86,Management,0,10,3,7,5,2,3,1,3,1,A+,0,3.472,Not Placed,0
7372,3,ECE,7.77,Management,1,25,4,1,1,0,6,1,2,3,A++,0,3.5540000000000003,Not Placed,0
7373,28,Civil,6.47,Govt,1,34,1,0,5,2,2,2,0,4,B++,0,2.6940000000000004,Not Placed,0
7374,43,Mechanical,9.55,Govt,0,35,1,9,7,2,4,2,1,4,B++,1,3.7100000000000004,Not Placed,0
7375,33,ECE,8.05,Govt,0,15,4,1,0,0,1,0,1,2,A+,0,1.9100000000000004,Not Placed,0
7376,12,ECE,6.06,Management,1,31,4,4,6,1,9,2,1,3,A++,0,4.412,Not Placed,0
7377,41,IT,9.75,Management,0,10,1,8,6,1,4,2,1,3,A+,0,3.45,Not Placed,0
7378,8,Mechanical,6.37,Govt,1,35,4,7,1,1,3,2,2,3,B++,1,2.674,Not Placed,0
7379,41,Mechanical,9.49,Govt,1,28,0,4,4,2,5,0,3,3,A+,0,4.198,Not Placed,0
7380,30,Civil,8.07,Management,1,7,4,0,0,0,7,0,3,1,B++,0,3.9140000000000006,Not Placed,0
7381,6,Mechanical,7.51,Govt,0,22,2,6,1,0,6,1,2,1,B++,1,3.3019999999999996,Not Placed,0
7382,3,Other,6.66,Govt,1,14,0,7,6,0,10,2,0,3,A++,0,4.532,Not Placed,0
7383,18,Civil,5.59,Govt,1,25,3,9,6,0,1,1,2,4,A,0,1.618,Not Placed,0
7384,41,Mechanical,6.22,Management,0,32,1,2,6,0,11,1,1,3,A+,0,4.544,Not Placed,0
7385,29,Other,6.66,Management,1,6,4,6,1,0,11,2,2,4,A+,1,4.832,Not Placed,0
7386,30,IT,6.44,Govt,1,26,4,5,5,2,9,1,1,1,B++,0,4.788,Not Placed,0
7387,34,Mechanical,5.37,Management,0,19,3,1,1,2,11,2,2,2,A+,0,4.973999999999999,Not Placed,0
7388,56,IT,7.9,Govt,1,22,1,4,1,2,2,2,0,4,A++,0,2.9800000000000004,Not Placed,0
7389,20,Mechanical,7.38,Govt,1,7,4,8,3,0,11,1,3,2,A,1,4.976,Not Placed,0
7390,30,Mechanical,5.53,Govt,1,29,3,2,7,1,11,2,1,1,B++,0,4.906,Not Placed,0
7391,18,CSE,7.32,Management,1,7,2,6,6,1,2,0,0,4,A,0,2.564,Not Placed,0
7392,30,Other,5.39,Govt,1,30,4,3,1,2,3,0,0,1,B++,0,2.778,Not Placed,0
7393,52,Mechanical,9.66,Management,1,34,2,7,7,2,8,2,3,3,B++,0,5.132,Placed,14
7394,31,IT,6.3,Management,0,33,0,6,4,0,3,0,2,1,B++,0,2.16,Not Placed,0
7395,1,ECE,8.62,Govt,0,30,3,3,1,2,1,0,1,4,A,0,2.624,Not Placed,0
7396,58,IT,6.26,Management,0,29,4,8,7,0,10,0,3,3,B++,0,4.252,Not Placed,0
7397,51,Other,7.37,Govt,0,32,0,4,2,2,5,1,0,2,A,0,3.5740000000000003,Not Placed,0
7398,9,Mechanical,9.67,Govt,0,14,3,6,7,2,5,2,2,2,A+,1,4.034,Not Placed,0
7399,1,Civil,9.36,Govt,1,8,2,2,3,2,3,2,3,4,A,0,3.572,Not Placed,0
7400,1,CSE,8.89,Govt,1,7,1,5,2,0,4,0,1,4,A,0,3.1780000000000004,Not Placed,0
7401,59,Civil,8.95,Govt,1,14,4,6,3,1,2,1,2,1,A++,0,2.89,Not Placed,0
7402,23,CSE,9.12,Management,1,18,3,6,7,0,5,0,1,4,B++,1,3.524,Not Placed,0
7403,16,CSE,8.71,Management,0,14,1,7,2,1,8,2,2,4,B++,0,4.442,Not Placed,0
7404,31,Civil,9.48,Management,1,26,1,6,1,0,2,2,1,1,B++,0,2.696,Not Placed,0
7405,15,Other,6.75,Govt,0,27,1,3,4,1,8,0,2,1,A+,0,4.05,Not Placed,0
7406,15,Mechanical,7.63,Govt,1,31,0,1,2,2,2,0,0,1,A+,0,2.926,Not Placed,0
7407,45,IT,8.23,Management,1,22,3,3,1,0,1,2,2,4,A+,0,2.1460000000000004,Not Placed,0
7408,38,Civil,5.99,Govt,1,14,1,5,6,1,1,1,1,1,A+,0,1.9980000000000002,Not Placed,0
7409,52,ECE,7.52,Govt,1,9,1,7,6,0,8,0,2,3,B++,0,4.104,Not Placed,0
7410,30,CSE,5.62,Management,1,18,3,8,5,2,2,2,0,1,B++,0,2.5240000000000005,Not Placed,0
7411,42,IT,8.06,Govt,1,35,4,1,5,0,4,1,1,2,A+,1,3.0120000000000005,Not Placed,0
7412,23,ECE,5.49,Govt,0,19,0,3,4,1,6,1,0,4,B++,1,3.1979999999999995,Not Placed,0
7413,0,IT,7.52,Management,1,22,2,1,7,1,5,0,0,3,A,1,3.504,Not Placed,0
7414,10,Mechanical,7.31,Govt,1,31,2,1,7,2,5,0,1,3,A+,1,3.762,Not Placed,0
7415,54,ECE,5.56,Govt,1,32,0,7,3,2,10,2,2,3,A,1,4.912,Not Placed,0
7416,20,Other,7.2,Govt,0,17,4,7,6,2,9,2,1,2,A,1,4.739999999999999,Not Placed,0
7417,3,Other,8.39,Govt,1,17,1,0,4,0,5,1,3,3,A++,0,3.378,Not Placed,0
7418,6,Civil,7.97,Govt,1,27,1,4,4,2,9,2,2,1,B++,1,5.093999999999999,Placed,12
7419,25,IT,7.29,Management,1,28,0,0,7,2,10,1,1,2,A,0,5.258,Placed,7
7420,46,Other,6.82,Govt,1,35,1,0,6,2,2,2,1,4,A+,1,2.7640000000000002,Not Placed,0
7421,49,Other,5.29,Management,0,24,1,5,3,2,6,0,1,2,A,1,3.4579999999999997,Not Placed,0
7422,11,Civil,9.78,Govt,0,26,4,0,3,0,7,1,0,3,A+,0,4.056,Not Placed,0
7423,30,Civil,7.01,Govt,1,9,3,3,1,0,4,2,2,1,B++,0,2.8020000000000005,Not Placed,0
7424,16,Other,7.08,Govt,1,14,2,5,2,0,6,1,3,4,B++,0,3.4160000000000004,Not Placed,0
7425,32,IT,5.64,Govt,1,23,2,5,1,0,9,0,1,4,A+,0,4.028,Not Placed,0
7426,10,IT,7.66,Govt,0,33,0,1,2,2,11,0,0,3,A+,1,5.4319999999999995,Placed,6
7427,27,CSE,9.9,Govt,0,32,0,1,7,2,5,2,0,2,A++,0,4.08,Not Placed,0
7428,31,CSE,6.27,Management,1,15,0,6,1,0,2,2,2,1,B++,0,2.0540000000000003,Not Placed,0
7429,0,ECE,6.57,Management,1,20,4,2,7,0,6,2,1,3,A,1,3.314,Not Placed,0
7430,46,ECE,6.18,Management,0,14,0,5,1,2,9,0,0,4,A+,1,4.536,Not Placed,0
7431,27,ECE,9.33,Govt,1,8,0,7,2,0,1,2,2,2,A++,0,2.366,Not Placed,0
7432,52,CSE,7.38,Govt,0,30,1,0,4,2,7,1,2,3,B++,0,4.176,Not Placed,0
7433,41,Civil,9.12,Govt,1,24,0,2,3,1,11,1,3,3,A+,0,5.624,Placed,11
7434,6,Other,9.25,Govt,1,32,1,5,3,2,7,2,2,1,B++,1,4.75,Not Placed,0
7435,1,Mechanical,8.75,Govt,1,26,3,2,7,1,3,0,1,4,A,0,3.15,Not Placed,0
7436,41,Mechanical,6.31,Management,1,7,4,6,4,0,10,2,0,3,A+,0,4.462000000000001,Not Placed,0
7437,23,Other,5.18,Management,1,11,3,8,3,0,7,2,0,4,B++,1,3.3360000000000003,Not Placed,0
7438,3,IT,5.72,Govt,0,27,4,8,0,0,1,1,0,3,A++,0,1.444,Not Placed,0
7439,43,CSE,8.48,Govt,1,13,0,8,2,2,11,1,2,4,B++,1,5.796,Placed,5
7440,18,IT,8.7,Management,0,35,3,6,4,0,5,0,3,4,A,0,3.24,Not Placed,0
7441,25,Mechanical,8.83,Govt,0,22,1,8,3,0,11,0,0,2,A,0,5.066,Placed,13
